book,chapter,verse_number,text
Genesis,29,31,"Nen anengneng na Katawan ya ag inaro nen Jacob si Lea, inabuloyan ton makapananak; si Raquel, balet, ag mananak ta lepes."
Genesis,29,32,"Nanlokun si Lea tan nananak na sakey a laki. Inkuanto, “Anengneng na Katawan so segsegang ko; natan aroen ak la nen asawak”; kanyan inngaran to na Ruben imay ogaw."
Genesis,29,33,"Nanlokun lamet tan nananak na sakey nin laki. Inkuanto, “Inter met na Katawan yan anak ko, ta arengel ton ag ak inaroy asawak”; kanyan inngaran to na Simeon."
Genesis,29,34,"Nanlokun a pitlo tan nananak na sakey nin laki. Inkuanto, “Natan magmaliw a lalon maasingger so asawak, ta inyanakan koy taloran lalaki”; kanyan inngaran to na Levi."
Genesis,29,35,"Nanlokun a pipat tan nananak na sakey a laki. Inkuanto, “Natan idayew koy Katawan” ; kanyan inngaran to na Juda. Nanlapud saman, tinmonda lan mananak."
Genesis,30,1,"Balet anggapoy anak nen Raquel, kanyan angimon ed kinen atsi to. Inkuantod kinen Jacob, “Itdan mo ak na anak ko; ta no andi, ompatey ak.”"
Genesis,30,2,"Akapasnuk si Jacob ed kinen Raquel tan inkuanto, “Dios ak sirin? Say Dios, aliwan siak, so makasengeg na ag mo pananak.”"
Genesis,30,3,"Inkuanen Raquel, “Niay Bilha ya aripen ko; akdulan mo pian mananak na para siak tan magmaliw ak ya ina ed panamegley to.”"
Genesis,30,4,"Kanyan inter toy Bilha ed kinen Jacob, insan inakdulan to."
Genesis,30,5,Nanlokun si Bilha tan nananak ed kinen Jacob na sakey a laki.
Genesis,30,6,"Inkuanen Raquel, “Pinilaan ak na Dios. Dinengel toy pikakasik, tan initdan to ak na anak a laki”; kanyan inngaran to na Dan."
Genesis,30,7,Nanlokun lamet si Bilha tan nananak ed kinen Jacob na kumadwan laki.
Genesis,30,8,"Inkuanen Raquel, “Pinasyay impilaban kod kinen atsik, balet analo ak”; kanyan inngaran to na Neftali imay ogaw."
Genesis,30,9,"Nen anengneng nen Lea ya ag la mananak, inter tod kinen Jacob si Zilpa ya aripen to."
Genesis,30,10,Insan nananak ed kinen Jacob si Zilpa na sakey a laki.
Genesis,30,11,"Inkuanen Lea, “Mapalar ak”; kanyan inngaran to na Gad imay ogaw."
Genesis,30,12,Nananak lamet ed kinen Jacob si Zilpa na sakey a laki;
Genesis,30,13,"inkuanen Lea, “Agaylay liket ko! Saray bibii tawagen da ak a maliket”; kanyan inngaran to na Aser."
Genesis,30,14,"Nen panaganiy trigo, linmay Ruben ed kaalogan tan akalmo na saray tanaman a mandragora, insan inawit to rad kinen ina ton Lea. Inkuanen Raquel ed kinen Lea, “Itdan mo ak pa na mandragoran awit nen anak mo.”"
Genesis,30,15,"Inmebat si Lea, “Ag ka ni napnek ed impangalam na asawak? Natan labay mo nin alaen iray mandragora na anak ko.” Inkuanen Raquel, “No iter mod siak iray mandragora nen anak mo, sikam lay miakdul ed kinen Jacob diad sayan labi.”"
Genesis,30,16,"Nen sinmempet ed labi si Jacob a nanlapud kaalogan, inabet nen Lea tan inkuanto, “Miakdul kad siak ed sayan labi, ta binayaran ta ka na saray mandragora nen anak ko.” Kanyan inakdulan tod saman a labi."
Genesis,30,17,Inebatan na Dios so pikakasi nen Lea; nanlokun tan nananak ed kinen Jacob na kumaliman laki.
Genesis,30,18,"Inkuanen Lea, “Tinumangan ak na Dios, ta inter kod kinen asawak so aripen ko”; kanyan inngaran to na Isacar imay ogaw."
Genesis,30,19,Nanlokun lamet tan nananak ed kinen Jacob na kumanem a laki.
Genesis,30,20,"Inkuanto, “Initdan ak na Dios na marakep a rigalo. Natan akoen ak la na asawak, ta inyanakan koy anemiran lalaki”; kanyan inngaran to na Zabulon imay ogaw."
Genesis,30,21,"Ag abayag, nananak na sakey a bii, tan inngaran to na Dina."
Genesis,30,22,"Anunotan na Dios si Raquel; inebatan toy pikakasi to, kanyan inyabuloy ton makaanak."
Genesis,30,23,"Nanlokun tan nananak na sakey a laki. Inkuanto, “Inekal na Dios so kababaingan ko diad impangiter tod siak na sakey ya anak a laki."
Genesis,30,24,Itdan ak ni komun na Katawan na sakey ya anak a laki”; kanyan inngaran to na Jose imay ogaw.
Genesis,30,25,"Kasumpal na inkianak nen Jose, inkuanen Jacob ed kinen Laban, “Bolusan yo ak pa la, pian makapawil ak lad bansa mi."
Genesis,30,26,Iter yod siak iray asawak tan saray anak ko; binayaran ko la ra diad impanlingkur kod sikayo. Kabat yo met so ontan lan kaabigan na impanlingkur kod sikayo.”
Genesis,30,27,"Inkuanen Laban ed sikato. “Niay nibagak; inaral koy panagparles, et naamtaan kon binindisionan ak na Katawan lapud sika."
Genesis,30,28,Ibagam labat no pigay labay mon iyupak ed sika.”
Genesis,30,29,"Inmebat si Jacob, “Kabat yo no panoy impanlingkur kod sikayo tan no panoy imbolaslas na saray ayayep yo diad impangasikasok."
Genesis,30,30,"Say daiset a walad sikayo kasakbayay insabik et dinmakerakel, tan binindisionan kayoy Katawan lapud siak. Natan sinmabi lay panaon a nunoten ko lay pankaabigan na pamilyak.”"
Genesis,30,31,"“Antoy upa ya iter kod sika?” tepet nen Laban. Inmebat si Jacob, “Anggapoy labay kon upa. Ituloy koy pangasikasok ed saray karniro yo no onabubon kayod sayan paknaan:"
Genesis,30,32,"Onla ak natan ed kawalaan na saray karniro, tan alaen koy balang andeket a kordiro tan balang kanding a batekan o baklayan. Saraya labat so labay kon iyupa yod siak."
Genesis,30,33,"Diad panakar na panaon, mainomay yon amtaen no niluko ta kayo o andi. No nengnengen yo ray ayayep ya inyupa yod siak, tan walay nanengneng yon kanding ya aliwan baklayan o batekan tan karniron aliwan andeket, nibaga yon tinakew.”"
Genesis,30,34,"Inmebat si Laban, “Marakep itan! Ontan sirin so gawaen ta.”"
Genesis,30,35,"Balet diad saman ya agew inekal nen Laban iray kanding a kalakyan a gulisan o batekan tan saray kabatyan a baklayan tan batekan o walay ampotin batek; inekal to met iray andeket a karniro. Impaasikaso to rad saray anak ton lalaki,"
Genesis,30,36,insan to ra inyarawid kinen Jacob a taloy agew no akaren so kaarawi to. Inasikaso nen Jacob ira may atilak ya ayayep nen Laban.
Genesis,30,37,"Angalay Jacob na saray sanga na estoraki, almindra, tan platano, insan to inobakan iray arum a partiy sanga pian singa walay gulis dan ampoti."
Genesis,30,38,"Inyan to ra yan sanga ed arap na saramay ayayep, diad pasen a paniinoman da. Inyan to rad man, ta mankakastaan ira no onla ran oninom."
Genesis,30,39,"Lapud akastaan ira diad arap na saramay sanga nananak iray baklayan a binmawer, baklayan, tan batekan."
Genesis,30,40,"Imbiig nen Jacob iray karniro ed saray kanding, tan impaarap to rad saray baklayan a binmawer tan andeket ya ayayep nen Laban. Diad onya, dinmakel lan dinmakel so ayayep nen Jacob tan imbiig to rad saray ayayep nen Laban."
Genesis,30,41,"No mankasta ray ayayep a maung so laman da, iyan nen Jacob ira may sanga ed arap da diad paniinoman da, pian mannginew ira ed pegley na saramay sanga."
Genesis,30,42,"Balet ag to iyan ira may sanga ed arap na saray ayayep a makapoy so laman. Ag abayag, kayaryan nen Laban iray makapoy so laman, tan kayaryan nen Jacob iray maung so laman."
Genesis,30,43,"Lapud saya nagmaliw a mayamyaman si Jacob. Amayamay iray karniro, kanding, kamilyo tan asno to, tan aripen to."
Genesis,31,1,"Nadngelan nen Jacob a kuan na saray lalakin anak nen Laban, “Inala nen Jacob so amin a kayaryan nen ama tayo. Nanlapud ama tayo so amin a kayamanan to.”"
Genesis,31,2,Alikas to met a nanaoman lay panangaro nen Laban ed sikato.
Genesis,31,3,"Insan inkuan na Katawan ed sikato, “Pawil ka lad dalin na saray atateng mo tan saray kakanayon mo. Olupen ta ka.”"
Genesis,31,4,Kanyan nampabakian nen Jacob ira di Raquel tan Lea ya abeten dad alog a kawalaan da ray ayayep to.
Genesis,31,5,"Inkuantod sikara, “Nalilikas kon mangooman lay panangarod siak di ama tayo; balet aasikasoen ak lawas na Dios nen amak."
Genesis,31,6,Kabat yon dua ya inyoput koy biskeg ko ed impanlingkur kod ama yo.
Genesis,31,7,"Anggaman ontan, sinaol da ak tan amimpulon inooman day upak. Balet ag inyabuloy na Dios a napasakitan da ak."
Genesis,31,8,"Nen inkuandi ama tayon Laban, ‘Saray baklayan a kanding so upam,’ nananak na baklayan iray kabatyan. Nen inkuanda, ‘Saray gulisan a kanding so upam,’ nananak na gulisan iray kabatyan."
Genesis,31,9,Inala na Dios iray ayayep nen ama yo tan inter to rad siak.
Genesis,31,10,"“Nen panaon na panagkasta, walay kogip ko. Anengneng kon saray kalakyan a kanding a mankakasta et gulisan, batekan, tan baklayan so kolor da."
Genesis,31,11,"Inkuan ed siak na anghil na Dios diad kogip, ‘Jacob!’ ‘On, wadya ak,’ ebat ko."
Genesis,31,12,"Intuloy ton inkuan, ‘Nengneng mo, amin a kanding a kalakyan a mankakasta et gulisan, batekan, tan baklayan ira. Gagawaen ko ya, ta nanenengneng koy gagawaen nen Laban ed sika."
Genesis,31,13,"Siak imay Dios a pinmayawar ed sika diad Betel, a dimay angipaalageyan moy bato a pakanudnunotan tan insaklang mon masanto ed siak—tan diman met so nanggawaan moy sakey a sinambaan a sipan ed siak. Natan mamparaan ka, taynan kad sayan dalin tan pawil kad dalin a nianakan mo.’”"
Genesis,31,14,"Inmebat ira di Raquel tan Lea, “Anggapo lay nakdaan a tawiren mid ama mi."
Genesis,31,15,"Singa kami la sangkailid sikato. Inlako to kami, tan inggastos to lan amin so kuartan nanlakoan tod sikami."
Genesis,31,16,Amin iray kayamanan ya inalay Dios ed kinen ama mi et kayaryan mi tan kayaryan na saray anak mi. Sumpal moy imbaga na Dios ed sika.”
Genesis,31,17,Namparaan sirin si Jacob ya ompawil ed kinen ama to diad dalin na Canaan.
Genesis,31,18,"Impakabayo tod saray kamilyo iray anak to tan saray asawa to, tan pinaona to ray amin ya ayayep to tan antokaman a kayaryan a nalmoan tod Mesopotamia."
Genesis,31,19,"Linmay Laban a mangatlid saray karniro to; et nen andid man ed abung, tinakew nen Raquel iray talintaoy diriyos na pamilya tan kayaryan nen ama to."
Genesis,31,20,Pinalikdo nen Jacob si Laban diad ag to impangibagay itaynan to.
Genesis,31,21,Inawit ton amin iray kayaryan to tan ginanatan toy tinmaynan. Binaliw toy Ilog na Eufrates tan amaarap ed Palandey na Galaad.
Genesis,31,22,Kalabas na taloy agew nibagad kinen Laban a tinmaynan si Jacob.
Genesis,31,23,"Intagar to ray totoo to tan inosilan ton pitoy agew si Jacob, et nabot to ed palandey na Galaad."
Genesis,31,24,"Diad kogip nen Laban ed saman a labi, linmay Dios ed sikato tan inkuanto, “Manalwar ka! Ag mo didiwiten a balut si Jacob.”"
Genesis,31,25,"Nanayam si Jacob ed kapokdulan, balet si Laban tan saray kakanayon to et nankampo rad kapokdulan na Galaad."
Genesis,31,26,"Inkuanen Laban ed kinen Jacob, “Akin et pinalikdo mo ak diad impangawit mod saray bibiin anak ko a singa ra asamsam ed bakal?"
Genesis,31,27,"Akin et pinalikdo mo ak diad inyalis mon ag ko amta? No imbagam labat komun ed siak, pinasiput ta kan walay liket, kansion, tan togtog na saray arpa tan pandirita."
Genesis,31,28,Ag mo anggan impaanguban iray apok tan saray anak ko kasakbay dan inmalis. Makapoy man a ginawam!
Genesis,31,29,"Walay pakayarik a mamasakit ed sika, balet pinasakbayan ak na Dios nen amam ya ag ta kan balut diwiten."
Genesis,31,30,"Kabat kon tinmaynan ka, lapud labay mo lay makasempet ed abung mo, balet akin et tinakew mo ray diriyos ko?”"
Genesis,31,31,"Inmebat si Jacob, “Antakot ak, ta inisip kon alaen yod siak iray anak yon bibii."
Genesis,31,32,"Balet no narumog yo dia iray diriyos yo, nakaukolan a pateyen so siopaman a pakarumogan. Nia ray lalakin mantasi. Mananap kayoy antokaman a kayaryan yo tan ala yoy gawa yo.” Ag amta nen Jacob a tinakew nen Raquel iray diriyos nen Laban."
Genesis,31,33,"Sinukisok nen Laban so tulda nen Jacob; insan linmoob ed tulda nen Lea tan diad tulda na saramay duaran aripen a bibii, balet ag to arumog iray diriyos to. Linmoob ed satan diad tulda nen Raquel."
Genesis,31,34,"Balet inala la nen Raquel ira may diriyos, inkarga to rad supot ya apis na beneg na kamilyo, insan to inirungan. Inanap ira nen Laban diad intiron tulda, balet ag to ra narumog."
Genesis,31,35,"Inkuanen Raquel ed kinen ama to, “Ag yo ak pamapasnukan; ta ag ak makaalagey ed arap yo, ta sinmabid siak so binulan a sakit min bibii.” Inanap nen Laban iray diriyos to, balet ag to ra nalmo."
Genesis,31,36,"Naingungotan si Jacob. Inkuanto, “Antoy kasalanan a ginawak? Antoy ganggan a sinumlang ko, et naitdan kayoy kanepegan a mangosil ed siak?"
Genesis,31,37,"Natan ta inonaan yo lan amin iray kayaryan ko, antoy nalmo yon kagawaay abung a kayaryan yo? Ipaway yo diad arap na totook tan totoo yo, pian nanengneng da tan nasintinsiaan da no siopay nalilingod sikatayo."
Genesis,31,38,"Duamploy taon ko lad sikayo; ag tinmondan nananak iray karniro tan saray kanding yo, tan ag ak angan na anggan sakey a kordiro."
Genesis,31,39,"No walay karniron pinatey na ayep ed takel, inakok so inkaandi to; ag ko la inyakar ed sikayo, pian ag yo la naamtaan a siak so akankasalanan. Pinasoot yo ak a mambayar ed amin ya atakew ed agew man o labi."
Genesis,31,40,"Naynay ak a nanirap, lapud petang na agew tan betel na labi. Ag ak makaogip."
Genesis,31,41,"Onyay agawgawa diad loob na duamploy taon kod sikayo. Labinapat a taon so impankimey ko pian naalak iray bibiin anak yo, tan anem taon pian naalak iray ayayep yo. Anggaman ontan, amimpulon inooman yoy upak."
Genesis,31,42,"No ag ak labat tutulongan na Dios da ray atateng ko, say Dios ya inggalang di Abraham tan Isaac, pinataynan yo ak la komun a kalima-lima. Balet anengneng na Dios so gunigon ko tan say kimey ko; kalabyan inter to lay sintinsia to.”"
Genesis,31,43,"Inmebat si Laban ed kinen Jacob, “Anak ko ra yan bibii, kayaryan ko ray anak da, tan kayaryan ko met ira yan ayayep. Kayaryan koy amin a nanenengneng mo dia. Balet anggapoy nagawaan kon mamokpok ed saray anak ko tan saray anak da."
Genesis,31,44,Kanyan sipaparaan aka mipaknaan ed sika. Mangibunton tay bato a pakanudnunotan ed sayan paknaan ta.”
Genesis,31,45,Angala sirin na bato si Jacob tan impaalagey tod man a sakey a pakanudnunotan.
Genesis,31,46,Ingganggan to ray totoo to a mantipon iray bato tan ibunton da. Insan angan ira diad abay to may bunton.
Genesis,31,47,Inngaran nen Laban iman a pasen na Jegar-sahaduta; si Jacob balet inggaran to na Galeed.
Genesis,31,48,"Inkuanen Laban ed kinen Jacob, “Sayan bunton na bato so mangipanunot ed sikatan dua.” Sikato yay makasengeg ya atawag na Galeed iman a pasen."
Genesis,31,49,"Inkuan met ni nen Laban, “Bantayan ita komun na Katawan legan a nanarawiyan ita.” Kanyan atawag met iman a pasen na Mispa."
Genesis,31,50,"Intuloy nen Laban ya inkuan, “No makapoy so ipatnag mod saray anak ko, o mangasawa ka na arum a bibii, anggaman ya ag ko amta, ag mo lilingwanan a bambantayan ita na Dios."
Genesis,31,51,"Nia ray baton imbunton ko ed nanleetan ta, tan niay baton pakanudnunotan."
Genesis,31,52,"Sayan bunton na bato tan sayan baton pakanudnunotan et sikaray manangipanunot. Ag kon balut onlad labas to yan bunton a dogpaan ta ka, tan ag kan balut oonlad labas to yan bunton o labas to yan baton pakanudnunotan a dogpaan mo ak."
Genesis,31,53,"Say Dios nen Abraham tan say Dios nen Nacor so manintinsiad sikatan dua.” Insan diad ngaran na Dios ya inggalang nen ama ton Isaac, sinambaan nen Jacob a tooren to yan sipan."
Genesis,31,54,"Amatey na sakey ya ayep tan imbagat tod man ed palandey, insan to inimbitaan a mangan iray totoo to. Kasumpal dan angan, pinalabas day labi diad saman a palandey."
Genesis,31,55,"Kabkabwasan, inaanguban nen Laban iray apo to tan saray anak ton bibii a pamasiput tod sikara, insan la sinmempet."
Genesis,32,1,Intuloy nen Jacob so pankukurang to. Inabet na pigaran anghil.
Genesis,32,2,"Nen anengneng to ra, inkuanto, “Kampo ya na Dios”; kanyan inngaran to man a pasen na Mahanaim."
Genesis,32,3,Angibakiy Jacob na totoo to ed kinen agi ton Esau diad dalin na Edom.
Genesis,32,4,"Imbilin tod sikaran onyay ibaga ra: “Siak a si Jacob, say mapaabeban aripen mo, ipapakabat kod sika Esau, ya abayag ak a nanayam ed kindi pangamaen tan Laban tan natan ak labat ompawil."
Genesis,32,5,"Wala ray bakak, asno, kanding, karniro, tan aripen ko. Imbakik ed sika ra yan totoo, ta labay koy mipulangan ed sika.”"
Genesis,32,6,"Nen pinmawil ed kinen Jacob ira may imbaki to, inkuanda, “Linma kamid kinen agim ya Esau, tan wala lad dalan a mangabet ed sika. Kaiba toy apat a lasus a lalaki.”"
Genesis,32,7,"Ataktakot tan agunigon si Jacob. Impankadwa to ray totoon kaiba to, saray karniro, kanding, baka, tan saray kamilyo."
Genesis,32,8,"Inkuantod sikaton dili, “No dogpaan toy onaan ya olup, nayarin makabatik so walad onur ya olup.”"
Genesis,32,9,"Insan nampikasiy Jacob, “Dios nen lakik ya Abraham tan Dios nen amak ya Isaac, dengel mo ak pa! Imbagam ed siak, Katawan , ya ompawil ak ed dalin ko tan saray kakanayon ko, tan ag mo ak paolyan pian maung so pansumpalan ko."
Genesis,32,10,"O matoor a Katawan , ag ak manepeg a mangawat na panangarom tan panangasim ya impatnag mod siak a mapaabeban aripen mo. Binaliw koy Jordan ya anggapoy awit ko no ag say baston labat, balet natan pinmawil ak a kaibak ira yan duaran olup."
Genesis,32,11,"Kerewen kod sika ya iyagel mo ak ed kinen Esau. Antakot ak ta ompan onla dian ondogpad sikami et pateyen to kamin amin, pati saray bibii tan saray ogogaw."
Genesis,32,12,"Ag mo pa lilingwanan ya insipan mon ag mo ak paolyan pian maung so pansumpalan ko; insipan mo met ya itdan mo ak na saray kabyangay boleg ko a diad kinarakel da et ag ira nabilang, ta singa kinarakel na buer ed gilig na dayat so bilang da.”"
Genesis,32,13,"Kasumpal na impamalabas day labid man,"
Genesis,32,14,nampiliy Jacob ed saray ayayep to na irigalo tod kinen Esau:
Genesis,32,15,"duan lasus a kabatyan a kanding tan duamplon kanding a kalakyan, duan lasus a kabatyan a karniro tan duamplon karniron kalakyan, talomplon kamilyon mampapasuso tan saray kilaw da, apataplon kabatyan a baka tan samploran bakan kalakyan, duamplon kabatyan ya asno tan samploran asno a kalakyan."
Genesis,32,16,"Impansisian to rad pigaran grupo tan impaasikaso tod sakey ya aripen to so balang grupo. Inkuantod sikara, “Onona kayo, balet panaarawian yoy balang sakey a grupo.”"
Genesis,32,17,"Imbilin tod walad onaan ya aripen, “No naabet moy Esau a kuyak tan tepeten to, ‘Siopay amom? Iner so laen mo? Siopay akankien ed saray ayayep a walad onaan mo?’"
Genesis,32,18,"onyay iyebat mo, ‘Kien ira nen aripen mon Jacob. Ipapayakar to ran rigalo ed kuya ton Esau.’”"
Genesis,32,19,"Onya met so imbilin tod kumadwan aripen, say kumatlo, tan amin da ni ray arum a managasikasoy ayayep: “Onyay ibaga yod kinen Esau no naabet yo:"
Genesis,32,20,"‘On, say aripen yon Jacob et wadtad bandad onur.’” Inisip nen Jacob a diad pangiter to na rigalo napakepa toy pasnuk nen Esau, tan no naabet to, pirdonaen da."
Genesis,32,21,"Impaiyona to la ra may rigalo to, tan naogip nid kampo to diad saman a labi."
Genesis,32,22,"Diad saman lamlamang a labi, binmangon si Jacob, intagar to ra may duaran asawa to, saramay duaran inamung ton aripen a bibii, tan saramay labinsakey ya anak to, insan da binaliw so Ilog na Jabok."
Genesis,32,23,"Kasumpal to ran pinabaliw, impaibaliw to met iray amin a kayaryan to,"
Genesis,32,24,balet tinmilak a bukbukor to. Insan sinmabiy sakey a too tan akibalsakan ed kinen Jacob ya anggad palbangon.
Genesis,32,25,"Nen alikas na samay too ya ag manalo, pinoniti tod tapi si Jacob, et apiley."
Genesis,32,26,"Inkuanto may too, “Paonlam ak la, ta asingger lay kabwasan.” “Andi, no ag mo ak ni bindisionan,” ebat nen Jacob."
Genesis,32,27,"“Antoy ngaran mo?” tepet na samay too. “Jacob,” ebat to."
Genesis,32,28,"Inkuanto may too, “Aliwa lan Jacob so ngaran mo. Akibalsakan kad Dios tan saray totoo, et analo ka; kanyan Israel la so ngaran mo.”"
Genesis,32,29,"Inkuanen Jacob, “Ibagam met sirin so ngaran mo.” Balet inmebat, “Akin et labay mo nin naamtaan so ngaran ko?” Binindisionan tod satan si Jacob."
Genesis,32,30,"Inkuanen Jacob, “Anengneng koy Dios ed lupa-lupaan, et mabilay ak ni”; kanyan inngaran toy Peniel iman a pasen."
Genesis,32,31,Pinmaway lay agew nen ontataynan lay Jacob manlapud Peniel; mankitley lapud samay tapi to.
Genesis,32,32,"Anggad natan, ag mangakan iray kabyangay boleg nen Israel na laman na tapi, ta diad sayan laman so aponiti ed kinen Jacob."
Genesis,33,1,"Anengneng nen Jacob si Esau a nitan lan kaiba to ray apat a lasus a totoo to, kanyan inapag to ray ogogaw ed kindi Lea, Raquel, tan saramay duaran bibiin aripen to."
Genesis,33,2,"Walad onaan ira may aripen tan saray anak da, insan mantombuk si Lea tan saray anak to, tan diad onur si Raquel tan si Jose."
Genesis,33,3,Inmonay Jacob ed sikaran amin tan nandakmomon amimpito legan ya onaasingger ed kinen agi to.
Genesis,33,4,"Balet binatik nen Esau ya inabet, nilakap to, insan to inanguban. Manakis iran dua."
Genesis,33,5,"Nen anengneng nen Esau ira may bibii tan saramay ogogaw, tinepet to, “Siopa ra yay kaibam?” Inmebat si Jacob, “Sikara yay ogogaw ya inter na Dios ed siak lapud panangaro to.”"
Genesis,33,6,Inmasingger ira may aripen tan saramay anak da tan dinmakmomo ran angigalang;
Genesis,33,7,"sinmoblay si Lea tan saramay anak to, tan say kaonuran si Jose tan si Raquel."
Genesis,33,8,"Tinepet nen Esau, “Antoy kabaliksan da ra may onaan a nabet ko?” Inmebat si Jacob, “Rigalok ira man ed sika, ta labay koy mipulangan ed sika.”"
Genesis,33,9,"Balet inkuanen Esau, “Malaem la ray kayaryan ko, agi; kien mo la ray kayaryan mo.”"
Genesis,33,10,"Inkuanen Jacob, “Andi komun. No talagan pirdonaen mo ak, awat moy panangarok. Say pakanengneng kod lupam et singa pakanengneng kod lupa na Dios, natan ta maung so impatnag mod siak."
Genesis,33,11,"Awat mo kariy panangarok ya awit kon para sika, kinasian ak na Dios, ta inter ton amin iray nakaukolan ko.” Ag to tinondaan ya anggad inawat nen Esau ira may rigalo."
Genesis,33,12,"Inkuanen Esau, “Onla itayo la. Siak so onona.”"
Genesis,33,13,"Inmebat si Jacob, “Naksawan tan makapoy la ra yay ogogaw, insan sakey ni, nakaukolan ya asikasoen ko ra yay karniro tan baka tan saray kilaw da. No dagdagen iran manakar a masiglat ed sanagew labat, ompatey iran amin."
Genesis,33,14,"Onona ka la, ta ontombuk ak lan mantantan. Manakar kami, onung na anggaay nayarian na saray ayayep tan saray ogogaw, anggad naabot ta kad Edom.”"
Genesis,33,15,"Inkuanen Esau, “No ontan sirin, mangitilak ak ed sika na pigaran totook.” Balet inkuanen Jacob, “Andi-bali la tan; masarag lay impamirdonam ed siak.”"
Genesis,33,16,"Kanyan diad saman ya agew, amaarap lad Edom si Esau."
Genesis,33,17,Si Jacob balet linmad Sukot tan diman angipaalagey na dilin abung to tan saray salimbengan na ayayep to. Kanyan atawag na Sukot iman a pasen.
Genesis,33,18,"Nen ompawil si Jacob a manlapud Mesopotamia, maliket ya akasabid Sikem diad sakop na Canaan, tan nankampod sakey ya alog ya asingger ed siudad."
Genesis,33,19,Sinaliw to man a parti na alog ed saray kabyangay boleg nen Hamor ya ama nen Sikem; sanlasus a kuartan pilak so imbayar to.
Genesis,33,20,"Nanggawad may sakey ya altar tan nginaranan to para El, say Dios na Israel."
Genesis,34,1,"Aminsan ya agew, si Dina a biin anak nen Jacob tan Lea et linman dinmalaw ed pigaran bibiid Canaan."
Genesis,34,2,"Nen anengneng nen Sikem a lakin anak nen Hamor a Heveo imbatik to, insan to pinasoot ya inakdulan."
Genesis,34,3,"Balet nen naimano ton magangganan tuloy si Dina, sinmabiy baleg a panibeg tod sikato tan kinokoyung to."
Genesis,34,4,"Inkuantod kinen ama to, “Labay kon asawaen yan bii. Ala yo pa a para siak.”"
Genesis,34,5,"Naamtaan nen Jacob so impamasoot dad anak ton Dina, balet lapud saray anak ton lalaki et wala rad kaalogan anggapoy ginawa to ya anggad insabi ra."
Genesis,34,6,"Nen nitan la ray lalakin anak nen Jacob a nanlapud kaalogan, sinmabi met si Hamor ya ama nen Sikem, ta labay toy mitongtong ed kinen Jacob."
Genesis,34,7,"Nen nadngelan day agawa, abigla ra tan mapalaloy pasnuk da ed sayan impamasoot nen Sikem ed agi ran bii tan say impamaabeba tod saray totood Israel."
Genesis,34,8,"Inkuanen Hamor ed sikara, “Si anak kon Sikem et naibegan toy anak mon marikit; paasawam la kari ed sikato."
Genesis,34,9,Mampapaknaan tayo ya iyabuloy tayoy panaasawaan na totoo tayo.
Genesis,34,10,"Diad ontan, nayarian yoy manayam diad bansa mi; nayarian yoy manayam ed inerman a labay yo, mannigosio kayo, tan mankayaryan kayo na antokaman.”"
Genesis,34,11,"Insan inkuanen Sikem ed kinen ama nen Dina tan saray agagi ton lalaki, “Iter yo yan kekerewen ko, et iter koy antokaman a labay yo."
Genesis,34,12,"Ibaga yod siak no anto ray labay yon irigalok, tan no pigay labay yon ibayar ko; iter koy antokaman a kerewen yo, dapot no paasawa yod siak si Dina.”"
Genesis,34,13,"Saramay lalakin anak nen Jacob et inebatan day marakep si Sikem tan si ama to, balet walad kanunotan dan palikdoen da ra lapud agawa ed kinen Dina ya agi ra."
Genesis,34,14,"Inkuandad kinen Sikem, “Ag mi iyabuloy a miasaway agi mi ed sakey a lakin ag asegat; makapabaing yad sikami."
Genesis,34,15,"Onabuloy kami labat no magmaliw kayon singa sikami, diad pamasegat yod amin a lalaki ed sikayo."
Genesis,34,16,Onabuloy kami met a manaasawaan iray totoo mi tan saray totoo yo. Manayam kami dia tan mikasakey kamid sikayo.
Genesis,34,17,"Balet no ag kayo onabubon ed saraya, awiten miy Dina tan ontaynan kami la.”"
Genesis,34,18,Inmabubon si Hamor tan si anak ton si Sikem.
Genesis,34,19,"Ag la nanabalay Sikem ya anumpal ed tongtongan da, ta inaro to may biin anak nen Jacob. Manona si Sikem ed amin da ray kabyangay pamilya to."
Genesis,34,20,"Linma si Hamor tan si anak ton Sikem ed pandaragupan na totoo diad puirtay baley, tan inkuandad saray kabaleyan da,"
Genesis,34,21,“Makaaro ra yay totoon sinmabi diad sikatayo; panayamen ti la ra dia tan paolyan ti ran mannigosio dia. Maawang met ingen yay lugar tayo. Asawaen ti ray mamarikit da tan ipaasawa tayo ray mamarikit tayo ed sikara.
Genesis,34,22,"Balet manayam ira dia tan mikasakey irad sikatayo, no pasegat tayon amin iray lalaki ed sikatayo a singa sikara."
Genesis,34,23,"Diad onya, nakayaryan tayoy amin ya ayayep da tan arum ni ran kayaryan da. Kanyan onabuloy ti lan manayam ira diad sikatayo.”"
Genesis,34,24,Inmabuloy ya amin iray ombaley ed imbaga di Hamor tan Sikem. Kanyan nampasegat ya amin iray lalaki.
Genesis,34,25,"Kasumpal na taloy agew nen ag ni inmabig ira may nampasegat, saray duaran lalakin anak nen Jacob tan agagi nen Dina a di Simeon tan si Levi et inala ray ispada ra, linma rad siudad ya anggapoy makaamtad getma ra, insan da pinatey ya amin iray lalaki."
Genesis,34,26,"Pinatey da met si Hamor tan si anak ton Sikem, inala ray Dina ed abung nen Sikem, insan la ra tinmaynan."
