book,chapter,verse,text_Tagalog,text_Cebuano
Genesis,30,41,"Sa tuwing magtatalik ang mga mas malalakas sa kawan, inilalagay ni Jacob ang mga sanga sa harapan ng mga kawan, sa mga painuman, upang sila'y magsiping sa gitna ng mga sanga.","Ug sa diha nga magtakmagay na ang mga himsog nga kahayopan, ibutang ni Jacob ang mga sanga sa atubangan sa mga hayop didto sa imnanan aron nga magtakmagay sila didto sa nahimutangan sa mga sanga."
Genesis,30,42,"Subalit kapag ang kawan ay mahina, hindi niya inilalagay ang mga ito, kaya't ang mahihina ay nagiging kay Laban at ang malalakas ay kay Jacob.","Apan sa mga luya sa panon sa kahayopan dili niya kini ibutang, mao nga ang mga luya iya ni Laban ug ang mga himsog iya ni Jacob."
Genesis,30,43,"Kaya't si Jacob ay naging napakayaman at nagkaroon ng malalaking kawan, mga aliping babae at lalaki, mga kamelyo at mga asno.","Busa ang tawo midato pag-ayo ug nakabaton ug dagkong mga panon sa mga kahayopan, ug mga ulipon nga babaye ug mga ulipon nga lalaki ug mga kamilyo ug mga asno."
Genesis,31,1,"Narinig ni Jacob ang mga salita ng mga anak ni Laban, na nagsasabi, “Kinuha ni Jacob ang lahat ng sa ating ama. Mula sa ating ama ay tinamo niya ang lahat ng kanyang kayamanan.”","Unya nadungog ni Jacob nga ang mga anak nga lalaki ni Laban nag-ingon, “Gikuha ni Jacob ang tanan nga iya sa atong amahan, ug gikan niadtong iya sa atong amahan naangkon niya kining tanan nga bahandi.”"
Genesis,31,2,Nakita ni Jacob na ang pagturing sa kanya ni Laban ay hindi na kagaya nang dati.,"Ug nakita ni Jacob nga lain ang pagtagad ni Laban kaniya, dili na sama sa kaniadto."
Genesis,31,3,"Kaya't sinabi ng Panginoon kay Jacob, “Bumalik ka sa lupain ng iyong mga ninuno at sa iyong kamag-anak, at ako'y kasama mo.”","Unya ang Ginoo miingon kang Jacob, “Balik ngadto sa yuta sa imong katigulangan ug sa imong mga kadugo, kay ako mag-uban kanimo.”"
Genesis,31,4,"Kaya't si Jacob ay nagsugo at tinawag sina Raquel at Lea sa bukid na kinaroroonan ng kanyang kawan,","Busa si Jacob nagsugo ug mipatawag kang Raquel ug kang Lea ngadto sa kapatagan nga nahimutangan sa iyang mga kahayopan,"
Genesis,31,5,"at sinabi sa kanila, “Nakikita ko na ang pagturing sa akin ng inyong ama ay hindi na gaya nang dati; subalit ang Diyos ng aking ama ay kasama ko.","ug miingon kanila, “Nakita nako nga ang tinagdan sa inyong amahan kanako dili na sama kaniadto, apan ang Dios sa akong amahan nag-uban kanako."
Genesis,31,6,Nalalaman ninyo na ang aking buong lakas ay ipinaglingkod ko sa inyong ama.,Kamo nahibalo nga ako nag-alagad sa inyong amahan sa bug-os nako nga kusog.
Genesis,31,7,Subalit dinaya ako ng inyong ama at binago ang aking sahod ng sampung ulit subalit hindi siya pinahintulutan ng Diyos na gawan ako ng masama.,"Apan ang inyong amahan naglimbong kanako, ug iyang giusab-usab ang akong suhol sa napulo ka higayon apan ang Dios wala motugot nga magbuhat siya kanako ug daotan."
Genesis,31,8,"Kapag sinabi niya ang ganito, ‘Ang mga may batik ang magiging sahod mo;’ kung magkagayo'y nanganganak ang lahat ng kawan ng mga may batik. At kapag sinabi niya ang ganito, ‘Ang mga may guhit ang magiging sahod mo;’ kung magkagayon, ang lahat ng kawan ay nanganganak ng mga may guhit.","Kon siya moingon, ‘Ang mga kabang mao ang imong suhol,’ ang tanang mga panon sa kahayopan manganak ug mga kabang. Ug kon siya moingon, ‘Ang mga binadlisan mao ang imong suhol,’ ang tanan nga mga panon sa kahayopan manganak ug mga binadlisan."
Genesis,31,9,"Sa gayon inalis ng Diyos ang mga hayop ng inyong ama, at ibinigay sa akin.",Sa ingon niini gikuha sa Dios ang kahayopan sa imong amahan ug iyang gihatag kanako.
Genesis,31,10,"Sa panahong ang kawan ay nagtatalik, ako ay nanaginip at nakita ko na ang mga kambing na lalaki na nakipagtalik sa kawan ay may mga guhit, may batik at may dungis.","Sa panahon sa pagpangulag sa mga panon, giyahat nako ang akong mga mata ug nakita nako ang usa ka damgo nga ang mga laking kanding nga mitakmag sa mga panon, mga binadlisan, mga kabang ug may puntikpuntik."
Genesis,31,11,"Ang anghel ng Diyos ay nagsalita sa akin sa panaginip, ‘Jacob,’ at sinabi ko, ‘Narito ako.’","Unya ang anghel sa Dios miingon kanako sa damgo, ‘Jacob’, ug ako miingon kaniya, ‘Ania ako.’"
Genesis,31,12,"At kanyang sinabi, ‘Tingnan mo at iyong makikita na ang lahat ng kambing na nakikipagtalik sa kawan ay may guhit, may batik at may dungis; sapagkat nakita ko ang lahat na ginagawa sa iyo ni Laban.","Ug siya miingon, ‘Iyahat karon ang imong mga mata ug makita nimo nga ang tanang mga laki nga mitakmag sa panon mga binadlisan, mga kabang, ug mga puntikpuntik kay nakita nako ang tanan nga gibuhat ni Laban kanimo."
Genesis,31,13,"Ako ang Diyos ng Bethel na doon mo pinahiran ng langis ang haligi at doon ka gumawa ng panata sa akin. Tumayo ka ngayon, lumabas ka sa lupaing ito, at bumalik ka sa lupain na iyong sinilangan.’”","Ako mao ang Dios sa Betel diin nagdihog ikaw ug usa ka haligi ug naghimo ug usa ka panaad kanako. Karon, tindog ug biya niining yutaa ug balik sa yuta nga imong natawhan.’ ”"
Genesis,31,14,"Nagsisagot sina Raquel at Lea, at sinabi sa kanya, “Mayroon pa bang natitirang bahagi at mana para sa amin sa bahay ng aming ama?","Unya si Raquel ug si Lea mitubag kaniya, “Aduna pa bay bahin o panulundon nga nahibilin alang kanamo sa balay sa among amahan?"
Genesis,31,15,Hindi ba niya kami itinuring na mga taga-ibang bayan? Sapagkat ipinagbili niya kami at inubos na rin niya ang aming salapi.,Dili ba giisip man kami niya ingon nga mga langyaw? Kay kami gibaligya niya ug nagamit na niya ang tanang salapi nga gihatag tungod kanamo.
Genesis,31,16,"Lahat ng kayamanang inalis ng Diyos sa aming ama ay para sa amin at para sa aming mga anak. Ngayon nga, gawin mo ang lahat ng sinabi sa iyo ng Diyos.”","Ang tanang bahandi nga gikuha sa Dios gikan sa among amahan, amoa man ug sa among mga anak, busa karon, buhata ang tanan nga giingon sa Dios kanimo.”"
Genesis,31,17,"Nang magkagayo'y tumayo si Jacob, at pinasakay sa mga kamelyo ang kanyang mga anak at asawa.",Busa nangandam si Jacob ug gipahiluna niya ang iyang mga anak ug ang iyang mga asawa sa ibabaw sa mga kamilyo.
Genesis,31,18,"At kanyang dinala ang lahat niyang mga hayop, at ang lahat na pag-aari na kanyang natipon, ang hayop na kanyang natipon sa Padan-aram, upang pumunta sa lupain ng Canaan, kay Isaac na kanyang ama.","Ug gipauna niya ang tanan niyang kahayopan, ug ang tanan niyang kabtangan nga iyang natigom, ang mga kahayopan nga iyang napanag-iya, nga iyang natigom sa Padan-aram, aron mobalik siya ngadto kang Isaac nga iyang amahan sa yuta sa Canaan."
Genesis,31,19,Si Laban ay humayo upang gupitan ang kanyang mga tupa; at ninakaw naman ni Raquel ang mga diyos ng sambahayan ng kanyang ama.,"Unya si Laban milakaw aron sa pagtupi sa iyang mga karnero, ug gikawat ni Raquel ang mga diosdios sa iyang amahan."
Genesis,31,20,"At dinaya ni Jacob si Laban na Arameo, sapagkat hindi sinabi sa kanya na siya'y tatakas.",Ug gilipat ni Jacob si Laban nga Aramhanon sa paagi nga wala siya magpahibalo nga siya naghunahuna sa pagbiya.
Genesis,31,21,"Kaya't tumakas siya dala ang lahat niyang ari-arian. Siya ay tumawid sa Ilog Eufrates, at pumunta sa maburol na lupain ng Gilead. Hinabol ni Laban si Jacob","Mikagiw siya uban ang tanan nga iya, busa nangandam siya ug mitabok sa Eufrates, ug mipadulong siya ngadto sa kabukiran sa Gilead."
Genesis,31,22,Nang ikatlong araw ay nabalitaan ni Laban na tumakas na si Jacob.,"Sa dihang gisugilon kang Laban sa ikatulo nga adlaw nga si Jacob mikagiw,"
Genesis,31,23,"Kaya't ipinagsama niya ang kanyang mga kamag-anak, at hinabol siya sa loob ng pitong araw hanggang sa kanyang inabutan siya sa bundok ng Gilead.",gikuha niya ang iyang mga kadugo aron mouban kaniya ug miagpas kang Jacob sulod sa pito ka adlaw ug hapit na niya siya maapsi didto sa kabukiran sa Gilead.
Genesis,31,24,"Subalit dumating ang Diyos kay Laban na Arameo sa panaginip sa gabi, at sinabi sa kanya, “Ingatan mong huwag kang magsalita kay Jacob ng mabuti o masama man.”","Apan ang Dios miadto kang Laban nga Aramhanon pinaagi sa damgo niadtong gabhiona ug miingon kaniya, “Pagmatngon nga dili ikaw magsulti ug usa ka pulong ngadto kang Jacob, maayo o daotan.”"
Genesis,31,25,Inabutan ni Laban si Jacob. Naitirik na ni Jacob ang kanyang tolda sa bundok; at si Laban pati ng kanyang mga kamag-anak ay nagtirik din sa bundok ng Gilead.,"Unya naapsan ni Laban si Jacob. Gipatindog na ni Jacob ang iyang tolda didto sa kabukiran, ug gibutang usab ni Laban uban sa iyang mga kadugo ang iyang tolda didto sa kabukiran sa Gilead."
Genesis,31,26,"Sinabi ni Laban kay Jacob, “Anong ginawa mo? Dinaya mo ako at dinala ang aking mga anak na babae na parang mga bihag ng tabak?","Ug si Laban miingon kang Jacob, “Unsa man kining imong gibuhat, nga gitikasan man nimo ako, ug gidala nimo ang akong mga anak nga babaye sama sa mga binihag sa espada?"
Genesis,31,27,"Bakit ka lihim na tumakas at dinaya mo ako at hindi ka nagsabi sa akin? Naihatid sana kita na may pagsasaya at awitan, may tambol at may alpa.",Ngano nga mikagiw man ikaw sa tago ug gitikasan nimo ako ug wala nimo ako pahibaloa aron nga ako magpagikan unta kanimo nga may kalipay ug mga pag-awit uban ang tambol ug alpa?
Genesis,31,28,Hindi mo man lamang ipinahintulot sa akin na mahalikan ang aking mga anak na lalaki at babae? Ang ginawa mo'y isang kahangalan.,Ngano nga wala man nimo ako tugoti sa paghalok sa akong mga apo ug sa akong mga anak nga babaye? Karon binuang ang imong gibuhat.
Genesis,31,29,"Nasa aking kapangyarihan ang gawan kayo ng masama. Ngunit ang Diyos ng inyong ama ay nagsalita sa akin kagabi, na sinasabi, ‘Ingatan mong huwag kang magsalita kay Jacob ng mabuti o masama man.’","Ania sa akong gahom ang pagbuhat ug daotan kaninyo apan ang Dios sa inyong amahan nagsulti kanako kagabii ug nag-ingon, ‘Pagmatngon nga dili ikaw magsulti kang Jacob ug maayo o daotan.’"
Genesis,31,30,"Kahit kailangan mong umalis sapagkat nasasabik ka na sa bahay ng iyong ama, bakit mo ninakaw ang aking mga diyos?”","Ug karon milakaw ikaw, kay ikaw may dakong tinguha sa pag-adto sa balay sa imong amahan, apan ngano nga gikawat man nimo ang akong mga dios?”"
Genesis,31,31,"At sumagot si Jacob kay Laban, “Sapagkat ako'y natakot; iniisip ko na baka kunin mo nang sapilitan sa akin ang iyong mga anak.","Si Jacob mitubag kang Laban, “Tungod kay nahadlok ako, kay nagtuo ako nga tingali ug imong pugson pagkuha gikan kanako ang imong mga anak nga babaye."
Genesis,31,32,"Ngunit kanino mo man matagpuan ang iyong mga diyos ay hindi mabubuhay. Sa harapan ng ating mga kamag-anak, ituro mo kung anong iyo na nasa akin, at kunin mo iyon.” Hindi nalalaman ni Jacob na si Raquel ang nagnakaw noon.","Busa kang bisan kinsa nimo makaplagan ang imong mga dios, dili siya mabuhi. Sa atubangan sa atong mga kadugo, susiha kon aduna bay ania kanako nga imoha ug kuhaa kini.” Apan si Jacob wala mahibalo nga si Raquel maoy nagkawat niini."
Genesis,31,33,"Kaya pumasok si Laban sa tolda nina Jacob, Lea, at ng dalawang alilang babae, subalit hindi niya natagpuan. Lumabas siya sa tolda ni Lea at pumasok sa tolda ni Raquel.",Busa si Laban misulod sa tolda ni Jacob ug sa tolda ni Lea ug sa tolda sa duha ka ulipon niya nga babaye apan wala niya kini makit-i. Ug migula siya sa tolda ni Lea ug miadto siya sa tolda ni Raquel.
Genesis,31,34,"Nakuha nga ni Raquel ang mga diyos ng sambahayan at inilagay ang mga ito sa mga dala-dalahan ng kamelyo at kanyang inupuan. Hinalughog ni Laban ang buong palibot ng tolda, ngunit hindi niya natagpuan.","Karon gikuha ni Raquel ang mga diosdios sa balay ug kini gibutang niya sa usa ka montura sa usa ka kamilyo ug milingkod siya niini. Ug gisiksik ni Laban ang tibuok tolda, ug wala kini niya makit-i."
Genesis,31,35,"At sinabi ni Raquel sa kanyang ama, “Huwag magalit ang aking panginoon na ako'y hindi makatayo sa harap mo; sapagkat dinatnan ako ngayon.” Kaya't kanyang hinanap, ngunit hindi natagpuan ang mga diyos ng sambahayan. Ang Galit na Sagot ni Jacob","Ug siya miingon sa iyang amahan, “Dili ka unta masuko, agalon ko, kay dili ako makahimo sa pagtindog sa imong atubangan kay ania kanako ang binulan nga kinaiya sa mga babaye.” Ug siya nangita apan wala niya makit-i ang mga diosdios."
Genesis,31,36,"At si Jacob ay nagalit at nakipagtalo kay Laban. Sinabi ni Jacob kay Laban, “Ano ang aking paglabag at ang aking kasalanan, at habulin mo ako na may pag-iinit?","Unya si Jacob nasuko ug gisultihan si Laban. Si Jacob miingon kang Laban, “Unsa ba ang akong kalapasan? Unsa ba ang akong sala nga sa hilabihan nga kainit mianhi ikaw sa pag-apas kanako?"
Genesis,31,37,"Kahit hinalughog mo ang lahat ng aking kasangkapan, anong natagpuan mong kasangkapan ng iyong bahay? Ilagay mo rito sa harapan ng aking mga kamag-anak at ng iyong mga kamag-anak at hayaan mong magpasiya sila sa ating dalawa.","Bisan ug gisiksik ang tanan nakong mga kabtangan, unsa may imong nakit-an sa tanan nga mga bahandi sa imong balay? Ibutang kana dinhi sa atubangan sa akong mga kadugo ug sa imong mga kadugo aron sila maghukom tali kanatong duha."
Genesis,31,38,"Ako'y kasama mo sa loob ng dalawampung taon; ang iyong mga babaing tupa at ang iyong mga babaing kambing ay hindi nakunan, at hindi ako kumain ng mga tupang lalaki ng iyong kawan.","Niining 0 ka tuig nga ako nagpuyo uban kanimo, ang imong mga baye nga karnero ug ang imong mga baye nga kanding wala gayod kakuhai, wala usab ako makakaon ug laki nga karnero gikan sa imong mga panon."
Genesis,31,39,"Ang nilapa ng mababangis na hayop ay hindi ko dinala sa iyo; ako mismo ang nagpasan ng pagkawala. Sa aking kamay mo hiningi iyon, maging ninakaw sa araw o sa gabi.","Kadtong gitukob sa mga mananap nga ihalas wala nako dad-a kanimo. Ako ang nag-abaga sa mga nangawala niini, gikan sa akong kamot gipabayran nimo kini, bisan ang gikawat panahon sa adlaw o gikawat panahon sa gabii."
Genesis,31,40,"Naging ganoon ako; sa araw ay pinahihirapan ako ng init, at sa gabi ay ng lamig; at ako ay nalipasan na ng antok.","Sa ingon niana, ang kainit sa adlaw miut-ot kanako ug ang katugnaw sa kagabhion ug ang akong katulogon mibiya sa akong mga mata."
Genesis,31,41,"Nitong dalawampung taon ay nakatira ako sa iyong bahay. Pinaglingkuran kita ng labing-apat na taon dahil sa iyong dalawang anak, at anim na taon dahil sa iyong kawan, at sampung ulit na binago mo ang aking sahod.","Diha ako magpuyo sa imong balay sulod sa 20 ka tuig. Napulo ug upat ka tuig nga ako nag-alagad kanimo alang sa imong duha ka anak nga babaye, ug unom ka tuig alang sa imong kahayopan, ug napulo ka higayon giusab-usab nimo ang akong suhol."
Genesis,31,42,"Kung ang Diyos ng aking ama, ang Diyos ni Abraham, at ang Kinatatakutan ni Isaac ay wala sa aking panig, tiyak na palalayasin mo ako ngayon na walang dala. Nakita ng Diyos ang aking kapighatian, ang aking pagpapagod, at sinaway ka niya kagabi.” Ang Tipan nina Jacob at Laban","Kon ang Dios sa akong amahan, ang Dios ni Abraham, ug ang kahadlok ni Isaac wala pa mag-uban kanako, sa pagkatinuod, palakton unta nimo ako karon nga walay dala. Ang Dios nakakita sa akong kasakit ug sa kabudlay sa akong mga kamot ug ikaw gibadlong niya kagabii.”"
Genesis,31,43,"Sumagot si Laban kay Jacob, “Ang mga anak na babae ay aking mga anak at ang mga anak ay mga anak ko, at ang mga kawan ay aking mga kawan at ang lahat ng iyong nakikita ay akin. Subalit anong magagawa ko ngayon sa mga anak kong babae, o sa kanilang mga anak na ipinanganak nila?","Unya mitubag si Laban ug miingon kang Jacob, “Ang mga babaye akong mga anak, ug ang mga bata akong mga bata, ug ang mga panon sa kahayopan akong mga kahayopan ug ang tanan nga imong nakita akoa. Apan unsay buhaton nako karon niining akong mga anak nga babaye, o niining ilang mga bata nga ilang gipanganak?"
Genesis,31,44,"Halika ngayon, gumawa tayo ng isang tipan, ako at ikaw; at hayaang iyon ay maging saksi sa akin at sa iyo.”","Busa karon, magbuhat kita ug kasabotan, ikaw ug ako, ug kini maoy saksi tali kanimo ug kanako.”"
Genesis,31,45,"Kaya't kumuha si Jacob ng isang bato, at iyon ay itinayo bilang isang bantayog.",Busa si Jacob mikuha ug usa ka bato ug kini gipatindog niya ingon nga usa ka haligi.
Genesis,31,46,"At sinabi ni Jacob sa kanyang mga kamag-anak, “Magtipon kayo ng mga bato,” at kumuha sila ng mga bato at kanilang ginawang isang bunton at sila'y nagkainan doon sa malapit sa bunton.","Ug miingon si Jacob sa iyang mga kadugo, “Pagtapok kamo ug mga bato.” Ug nagtapok sila ug mga bato ug kini ilang gipundok, ug nangaon sila didto duol sa pinundok."
Genesis,31,47,"Tinawag ito ni Laban na Jegarsahadutha, subalit tinawag ito ni Jacob na Gilead.",Ug ginganlan kini ni Laban ug Jegar-sahaduta apan ginganlan kini ni Jacob ug Galeed.
Genesis,31,48,"Sinabi ni Laban, “Ang buntong ito ay saksi sa akin at sa iyo ngayon.” Kaya't tinawag niya ito sa pangalang Gilead;","Ug si Laban miingon, “Kining pundok mao karon ang saksi tali kanimo ug kanako.” Tungod niana ginganlan niya kini ug Galeed"
Genesis,31,49,"at ang bantayog ay Mizpa sapagkat sinabi niya, “Bantayan ng Panginoon ako at ikaw, kapag tayo'y hindi magkasama sa isa't isa.","ug ang haligi Mispa, kay matod niya, “Ang Ginoo magbantay taliwala kanako ug kanimo kon kita layo sa usa ug usa."
Genesis,31,50,"Kapag pinahirapan mo ang aking mga anak, o kung mag-asawa ka sa iba bukod sa aking mga anak, kahit wala tayong kasama, alalahanin mo, ang Diyos ay saksi sa akin at sa iyo.”","Kon sakiton nimo ang akong mga anak nga babaye ug kon mangasawa ikaw ug lain pa gayod gawas sa akong mga anak nga babaye, bisan ug walay tawo nga anaa uban kanato, hinumdomi, ang Dios mao ang saksi taliwala kanimo ug kanako.”"
Genesis,31,51,"At sinabi ni Laban kay Jacob, “Tingnan mo ang buntong ito at ang haligi na aking inilagay sa gitna natin.","Unya miingon si Laban kang Jacob, “Tan-awa, kining tinapok ug kining haligi nga akong gipatindog taliwala kanimo ug kanako."
Genesis,31,52,"Ang buntong ito ay isang saksi, at ang haligi ay isang saksi na hindi ako lalampas sa buntong patungo sa inyo, at hindi ka lalampas sa buntong ito at sa haligi patungo sa akin upang saktan ako.","Kining tinapok mao ang saksi ug kining haligi mao ang saksi, nga ako dili molabang niining tinapok nganha kanimo ug nga ikaw dili molabang niining tinapok ug niining haligi ngari kanako aron sa paghimo ug daotan."
Genesis,31,53,"Nawa'y ang Diyos ni Abraham at ang Diyos ni Nahor, ang Diyos ng kanilang ama ang humatol sa atin.” At si Jacob ay sumumpa ng ayon sa Kinatatakutan ng kanyang amang si Isaac.","Ang Dios ni Abraham, ug ang Dios ni Nahor, ang Dios sa ilang amahan maghukom taliwala kanato.” Ug si Jacob nanumpa pinaagi sa kahadlok ni Isaac nga iyang amahan."
Genesis,31,54,"At naghandog si Jacob ng handog sa bundok, at tinawag ang kanyang mga kamag-anak upang kumain ng tinapay; at sila'y kumain ng tinapay, at nanatili sa bundok.","Unya si Jacob naghimo ug halad didto sa bukid ug gitawag niya ang iyang mga kadugo aron sa pagkaon ug pan ug nangaon sila ug pan, ug nagpabilin sila niadtong gabhiona didto sa bukid."
Genesis,31,55,"Kinaumagahan, maagang bumangon si Laban, hinagkan ang kanyang mga anak na lalaki at babae, at binasbasan sila; at umalis siya at bumalik sa kanyang tahanan.","Sayo sa kabuntagon, si Laban mibangon ug mihalok sa iyang mga apo, sa iyang mga anak nga babaye, ug sila iyang gipanalanginan. Ug si Laban migikan ug mipauli sa iyang dapit."
Genesis,32,1,"Nagpatuloy si Jacob sa kanyang paglakad, at sinalubong siya ng mga anghel ng Diyos.",Unya si Jacob mipadayon sa iyang panaw ug ang mga anghel sa Dios misugat kaniya.
Genesis,32,2,"Nang makita sila ni Jacob ay sinabi niya sa kanila, “Ito'y kampo ng Diyos!” Kaya't tinawag niya ang pangalan ng lugar na iyon na Mahanaim.","Ug sa pagkakita ni Jacob kanila, siya miingon, “Kini mao ang kasundalohan sa Dios!” Ug ginganlan niya kadtong dapita ug Mahanaim."
Genesis,32,3,"Si Jacob ay nagpasugo kay Esau na kanyang kapatid sa lupain ng Seir, sa bayan ng Edom.","Ug si Jacob nagsugo ug mga sulugoon una kaniya ngadto kang Esau nga iyang igsoon didto sa yuta sa Seir, sa kayutaan sa Edom,"
Genesis,32,4,"Sila'y kanyang inutusan na sinasabi, “Ganito ang inyong sasabihin kay Esau na aking panginoon. Ganito ang sabi ng iyong lingkod na si Jacob, ‘Ako'y tumigil ng ilang panahon kay Laban at namalagi roon hanggang ngayon.","nga nagtugon, “Mao kini ang isulti ninyo sa akong agalon nga si Esau: Mao kini ang giingon sa imong alagad nga si Jacob, ‘Nagpuyo ako uban kang Laban ug nagpabilin hangtod karon."
Genesis,32,5,"Mayroon akong mga baka, mga asno, mga kawan, at mga aliping lalaki at babae; at ako'y nagpasugo sa aking panginoon, upang ako'y makatagpo ng biyaya sa iyong paningin.’”","Ug ako adunay mga baka, mga asno ug uban pang mga panon sa kahayopan, ug mga sulugoon nga lalaki ug babaye, ug nagpadala ako ug tawo aron sa pagsulti sa akong agalon aron unta kahimut-an ako sa iyang mga mata.’ ”"
Genesis,32,6,"Ang mga sugo ay bumalik kay Jacob, na nagsasabi, “Nakarating kami sa iyong kapatid na si Esau, at siya ay darating din upang sumalubong sa iyo, at kasama niya ang apatnaraang tao.”","Ug ang mga sinugo namalik kang Jacob ug miingon, “Nakadangat kami sa imong igsoon nga si Esau ug siya moanhi sa pagsugat kanimo ug uban kaniya ang upat ka gatos ka tawo.”"
Genesis,32,7,"Kaya't natakot nang husto at nabahala si Jacob; at kanyang hinati sa dalawa ang mga taong kasama niya, ang mga kawan, ang mga bakahan, at ang mga kamelyo.",Unya si Jacob nahadlok sa hilabihan gayod ug nabalisa siya. Ug iyang gibahin ang iyang mga tawo nga diha uban kaniya ug ang mga panon sa kahayopan ug ang mga baka ug ang mga kamilyo ngadto sa duha ka pundok.
Genesis,32,8,"At kanyang sinabi, “Kung dumating si Esau sa isang pulutong at kanyang puksain ito, ang pulutong na natitira ay tatakas.”","Naghunahuna siya, “Kon moanhi si Esau ug patyon ang usa ka pundok, ang nahibiling pundok makaikyas.”"
Genesis,32,9,"Sinabi ni Jacob, “O Diyos ng aking amang si Abraham, at Diyos ng aking amang si Isaac, O Panginoon , na nagsabi sa akin, ‘Bumalik ka sa iyong lupain at sa iyong kamag-anak at gagawa ako ng mabuti sa iyo.’","Unya miingon si Jacob, “O Dios sa akong amahan nga si Abraham ug Dios sa akong amahan nga si Isaac, O Ginoo nga miingon kanako, ‘Balik ngadto sa imong yuta ug sa imong kadugo, ug buhaton nako ang maayo kanimo,’"
Genesis,32,10,"Hindi ako karapat-dapat sa lahat ng kaawaan, at lahat ng katotohanan na iyong ginawa sa iyong lingkod sapagkat dumaan ako sa Jordang ito na dala ang aking tungkod, at ngayo'y naging dalawang pulutong ako.","ako dili takos sa labing diyotay sa tanang gugmang walay paglubad ug sa tanang pagkamatinumanon nga imong gipakita sa imong sulugoon kay uban lamang sa akong sungkod milabang ako niining Jordan, apan karon nahimo ako nga duha na ka pundok."
Genesis,32,11,"Hinihiling ko sa iyo na iligtas mo ako sa kamay ng aking kapatid na si Esau. Ako'y natatakot sa kanya, baka siya'y dumating at kaming lahat ay pagpapatayin niya, ang mga ina pati ang mga anak.","Luwasa ako, naghangyo ako kanimo, gikan sa kamot sa akong igsoon, gikan sa kamot ni Esau, kay nahadlok ako kaniya, tingali ug moanhi siya ug patyon niya kaming tanan, ang mga inahan uban ang mga anak."
Genesis,32,12,"Hindi ba't ikaw ang nagsabi, ‘Gagawa ako ng mabuti sa iyo at ang iyong binhi ay gagawin kong parang buhangin sa dagat na hindi mabibilang dahil sa karamihan.’”","Apan ikaw gayod miingon, ‘Sa pagkatinuod, buhaton nako ang maayo ug ang imong mga kaliwat himoon nakong sama sa balas sa dagat nga dili maihap tungod sa kadaghan.’ ”"
Genesis,32,13,"Siya'y namalagi roon nang gabing iyon, at kumuha siya ng panregalo mula sa kanya para sa kanyang kapatid na si Esau;","Busa nagpabilin siya didto niadtong gabhiona ug nagkuha siya gikan sa mga butang nga diha kaniya, usa ka gasa alang kang Esau nga iyang igsoon:"
Genesis,32,14,"dalawang daang kambing na babae, dalawampung lalaking kambing, dalawang daang tupang babae, at dalawampung tupang lalaki,","duha ka gatos ka buok kanding nga baye ug 20 ka buok kanding nga laki, duha ka gatos ka buok nga karnero nga baye ug 20 ka buok karnero nga laki,"
Genesis,32,15,"tatlumpung kamelyong inahin, kasama ng kanilang mga anak, apatnapung baka, at sampung toro, dalawampung babaing asno at sampung lalaking asno.","30 ka gatasan nga kamilyo uban ang ilang mga nati, 40 ka buok baka nga baye ug napulo ka buok baka nga laki, 20 ka buok asno nga baye ug 10 ka buok laki."
Genesis,32,16,"Ang mga ito ay ibinigay niya sa kanyang mga alipin, ang bawat kawan ay nakabukod at sinabi niya sa kanyang mga alipin, “Lumampas kayo sa aking unahan at lagyan ninyo ng pagitan ang bawat kawan.”","Ug kini gitugyan niya sa mga kamot sa iyang mga sulugoon, matag panon gilain, ug siya miingon sa iyang mga sulugoon, “Una kamo kanako ug butangi ug sal-ang ang usa ka panon gikan sa usa ka panon.”"
Genesis,32,17,"Iniutos niya sa una, “Kapag ikaw ay natagpuan ni Esau na aking kapatid, at tanungin ka, ‘Kanino ka? Saan ka pupunta? At kanino itong nasa unahan mo?’","Ug gitugon niya sa nag-una, “Kon masugatan ikaw ni Esau nga akong igsoon ug pangutan-on ikaw niya, ‘Kang kinsa ikaw nga sakop? Ug asa ikaw paingon? Ug kang kinsa kanang mga dala nimo?’"
Genesis,32,18,"Kung magkagayo'y sasabihin mo, ‘Sa iyong lingkod na si Jacob. Ito ay isang regalo na padala para sa aking panginoong si Esau; at bukod dito, siya'y nasa hulihan namin.’”","Ingna siya, ‘Iya sa imong alagad nga si Jacob. Kini usa ka gasa nga iyang gipadala alang sa akong agalon nga si Esau ug ania na usab siya karon nagsunod kanamo.’ ”"
Genesis,32,19,"Gayundin, iniutos niya sa ikalawa, sa ikatlo, at sa lahat ng sumusunod sa mga kawan, na sinasabi, “Sasabihin ninyo ang gayunding bagay kay Esau, kapag nakasalubong ninyo siya,","Ug sa ingon, nagtugon usab siya sa ikaduha ug sa ikatulo ug sa tanan nga mga nagsunod sa mga panon, “Mao gihapon ang isulti ninyo kang Esau kon kamo masugatan niya."
Genesis,32,20,"at sasabihin ninyo, ‘Bukod dito, ang iyong lingkod na si Jacob ay nasa hulihan namin.’” Sapagkat kanyang iniisip, “Baka mapaglubag ko ang kanyang galit sa pamamagitan ng regalo na ipinauna ko, at pagkatapos ay makikita ko ang kanyang mukha, marahil ay tatanggapin niya ako.”","Ug ingna siya ninyo, ‘Ania usab karon, ang imong alagad nga si Jacob, nagsunod kanamo.’ ” Kay siya naghunahuna, “Hupayon nako ang iyang kaligutgot pinaagi sa gasa nga nag-una kanako. Ug human niini, tan-awon nako ang iyang nawong, basin ug dawaton niya ako.”"
