book,chapter,verse,text_Spanish,text_Bikol
Genesis,24,32,"El criado entró en la casa. Enseguida Labán desaparejó los camellos, les dio paja y forraje, y llevó agua para que el criado y sus acompañantes se lavaran los pies.","Kaya nagdagos an lalaki sa harong; asin diniskargahan ni Laban an mga kamelyo dangan tinawan nin pagkakan an mga ini. Pakatapos, dinarahan niya nin tubig an sorogoon ni Abraham asin an kairiba kaini tanganing maghanaw kan saindang mga bitis."
Genesis,24,33,"Cuando le sirvieron de comer, el criado dijo: —No comeré hasta haberles dicho lo que tengo que decir. —Habla con toda confianza —respondió Labán.","Kan andam na an kakanon sa atubang niya, nagsabi an sorogoon, “Dai ako makakan sagkod na dai ko nasasabi an sakong tuyo.” Nagsimbag si Laban, “Sabihan na.”"
Genesis,24,34,—Yo soy criado de Abraham —comenzó él—.,"“Sorogoon ako ni Abraham,” an sabi niya."
Genesis,24,35,"El Señor ha bendecido mucho a mi amo y lo ha prosperado. Le ha dado ovejas y vacas, oro y plata, siervos y siervas, camellos y asnos.","“Benendisyonan nin marahay nin Kagurangnan an sakong kagurangnan kaya siya nagyaman. Tinawan siya nin dakul na karnero, kanding asin baka, plata asin bulawan, mga oripon na babae asin lalaki, mga kamelyo asin asno."
Genesis,24,36,"Sara, la esposa de mi amo, le dio en su vejez un hijo, al que mi amo le ha dejado todo lo que tiene.","An agom niyang si Sara nangaki nin lalaki kan siya gurang na, asin an gabos na rogaring kan sakong kagurangnan itinao na sa saiyang aki."
Genesis,24,37,"Mi amo me hizo jurar y me dijo: “No tomarás para mi hijo una mujer de entre las hijas de los cananeos, en cuyo país habito.","Pinasumpa ako kan kagurangnan ko na, ‘An sakong aki dai mo ipagkua nin agom na gikan sa kadaragahan sa Canaan na pinakikihimanwahan ko;"
Genesis,24,38,"Al contrario, irás a la familia de mi padre y le buscarás una esposa entre las mujeres de mis parientes”.","alagad magduman ka sa sakong ginikanan, sa mga kadugo ko, asin duman ka magpili nin agom para sa sakong aki.’"
Genesis,24,39,»Yo pregunté a mi amo: “¿Y si la mujer no acepta venir conmigo?”.,"Hinapot ko an sakong kagurangnan, ‘Paano kun habong mag-iba sako an daraga?’"
Genesis,24,40,"»Él me respondió: “El Señor , en cuya presencia he caminado, enviará su ángel contigo y hará prosperar tu viaje. De esa forma, conseguirás para mi hijo una esposa que pertenezca a la familia de mi padre.","Nagsimbag siya, ‘An Kagurangnan na danay kong sinusunod mapadara nin anghel na maiba saimo, asin matao saimo nin marahay na palad. An sakong aki ikukua mo nin agom hale sa pamilya nin sakong ama."
Genesis,24,41,Solo quedarás libre del juramento si vas a ver a mi familia y ellos no te conceden a la joven”.,"Kun pag-abot mo duman sa mga kadugo ko, dai siya ninda paibahon saimo, dangan ka makakatalingkas sa saimong sumpa.’"
Genesis,24,42,"»Cuando hoy llegué a la fuente, dije: “ Señor , Dios de mi amo Abraham, si es tu voluntad, te ruego que hagas prosperar mi viaje.","“Pag-abot ko sa bubon kasubago, namibi ako, ‘ Kagurangnan , Dios nin sakong kagurangnan na si Abraham, tawe ako nin marahay na palad sa gigibohon ko."
Genesis,24,43,"Aquí me tienes, a la espera junto a la fuente. Si una joven sale a buscar agua y yo le digo: ‘Por favor, déjeme usted beber un poco de agua de su cántaro’","Nagtitindog ako ngunyan sa may bubon; kun igwang magharok na daraga, hahagadan ko siya nin inomon hale sa saiyang dulay."
Genesis,24,44,"y ella me contesta: ‘Beba usted y también les daré agua a sus camellos’, que sea ella la mujer que tú, Señor , has escogido para el hijo de mi amo”.","Kun painomon niya ako asin painomon man niya an sakong mga kamelyo, siya na logod an saimong napili para sa aki kan sakong kagurangnan.’"
Genesis,24,45,"»Todavía no había terminado yo de orar cuando vi que Rebeca se acercaba con un cántaro sobre el hombro. Bajó a la fuente para sacar agua y yo le dije: “Por favor, deme usted de beber”.","Dai pa ako nakakatapos magpamibi, nag-abot si Rebecca na pasan an sarong dulay asin nagharok siya sa bubon. Sinabihan ko siya, ‘Painoma man ako.’"
Genesis,24,46,"»Enseguida bajó ella su cántaro y me dijo: “Beba usted y también les daré de beber a sus camellos”. Mientras yo bebía, ella dio agua a los camellos.","Ibinaba niya tolos an darang dulay asin nagsabi, ‘Inom na asin papainomon ko man an saimong mga kamelyo.’ Kaya nag-inom ako dangan pinainom niya an sakong mga kamelyo."
Genesis,24,47,"»Luego le pregunté: “¿Hija de quién es usted?”. Y cuando ella me respondió: “Soy hija de Betuel, el hijo de Najor y de Milca”, yo le puse un anillo en la nariz y pulseras en los brazos,","Pakatapos, hinapot ko siya kun kiisay siyang aki. Nagsimbag siya, ‘Aki ako ni Betuel na aki ni Nahor asin Milca.’ Dangan tinawan ko siya nin singsing asin nin mga pulseras."
Genesis,24,48,"y postrado adoré al Señor . Bendije al Señor , el Dios de Abraham, que me guio por el camino correcto para llevarle al hijo de mi amo una parienta cercana suya.","Pakatapos, nagduko ako asin nagsamba sa Kagurangnan . Inomaw ko an Kagurangnan , an Dios kan sakong kagurangnan na si Abraham, na nangenot sako pasiring sa mga kadugo kan sakong kagurangnan saen nakua ko an magigin agom kan saiyang aki."
Genesis,24,49,"Y ahora, si desean mostrarle lealtad y fidelidad a mi amo, díganmelo; y si no, díganmelo también. Así yo sabré qué hacer».",Kaya sabihi ako ngunyan kun ano an nasa boot nindo tanganing makadesidir ako kun ano an dapat kong gibohon.”
Genesis,24,50,"Labán y Betuel respondieron: —Sin duda todo esto proviene del Señor , y nosotros no podemos decir ni que sí ni que no.","Nagsimbag saiya si Laban asin si Betuel, “Mayo kaming masasabi huli ta an bagay na ini hale sa Kagurangnan ."
Genesis,24,51,"Aquí está Rebeca; tómela usted y llévesela para que sea la esposa del hijo de su amo, tal como el Señor lo ha dispuesto.","Uya si Rebecca, ipag-iba mo siya tanganing magin agom kan aki nin saimong kagurangnan, siring sa itinaram nin Kagurangnan .”"
Genesis,24,52,"Al escuchar esto, el criado de Abraham se postró rostro en tierra delante del Señor .","Kan madangog ini kan sorogoon, nagduko ini asin nagsamba sa Kagurangnan ."
Genesis,24,53,"Luego sacó joyas de oro y de plata, y vestidos, y se los dio a Rebeca. También entregó regalos a su hermano y a su madre.","Ilinuwas niya an darang alahas na plata asin bulawan saka mga gubing, dangan itinao an mga ini ki Rebecca; tinawan man niya nin mga mamahalon na regalo si Laban asin an saiyang ina."
Genesis,24,54,"Más tarde, él y sus acompañantes comieron y bebieron y pasaron allí la noche. A la mañana siguiente, cuando se levantaron, el criado de Abraham dijo: —Déjenme ir a la casa de mi amo.","Dangan nagkakan asin nag-inom an sorogoon ni Abraham kaiba an saiyang mga tawohan; duman sinda nagkatorog. Pagbangon ninda kinaagahan, nagsabi an sorogoon ni Abraham, “Tugote akong magpuli sa sakong kagurangnan.”"
Genesis,24,55,Pero el hermano y la madre de Rebeca respondieron: —Que se quede la joven con nosotros unos diez días y luego podrás irte.,"Alagad nagsimbag si Laban asin an saiyang ina, “Tugoteng masakaibahan mi ngona si Rebecca sa laog nin sarong semana o sampolong aldaw pakatapos, pwede na siyang maghale.”"
Genesis,24,56,"—No me detengan —repuso el criado—. El Señor ha prosperado mi viaje, así que déjenme ir a la casa de mi amo.","Nagsimbag an sorogoon, “Dai nindo ako pag-olangon. Tinabangan ako nin Kagurangnan sa sakong lakaw; tugote akong magpuli sa sakong kagurangnan.”"
Genesis,24,57,"—Llamemos a la joven, a ver qué piensa ella —respondieron.","Nagsabi sinda, “Apodon ta si Rebecca asin hapoton ta siya.”"
Genesis,24,58,Así que llamaron a Rebeca y le preguntaron: —¿Quieres irte con este hombre? —Sí —respondió ella.,"Inapod ninda ini asin sinabihan, “Maiba ka sa lalaking ini?” Nagsimbag si Rebecca, “Maiba ako.”"
Genesis,24,59,Entonces dejaron ir a su hermana Rebeca y a su nodriza con el criado de Abraham y sus acompañantes.,Kaya tinugotan ninda si Rebecca asin an saiyang sorogoon na mag-iba sa sorogoon ni Abraham asin sa mga tawohan kaini.
Genesis,24,60,Y bendijeron a Rebeca con estas palabras: «Hermana nuestra: ¡que seas madre de millares! ¡Que tus descendientes conquisten las ciudades de sus enemigos!».,"Benendisyonan ninda si Rebecca asin sinabihan, “Tugang, magin ina ka logod nin dai mabilang na kaakian! Sakopon logod kan saimong kapagarakian an mga syudad kan saindang mga kaiwal!”"
Genesis,24,61,"Luego Rebeca y sus criadas se prepararon, montaron en los camellos y siguieron al criado de Abraham. Así fue como él tomó a Rebeca y se marchó de allí.","Nag-andam si Rebecca asin an saiyang hoben na babaeng mga sorogoon, asin nagsunod sa sorogoon ni Abraham; sarabay sindang nagharale lunad sa mga kamelyo."
Genesis,24,62,"Ahora bien, Isaac había vuelto del Pozo del Viviente que me ve, porque vivía en la región del Néguev.","Kan panahon na iyan, si Isaac nag-eerok sa habagat na parte kan Canaan; nag-abot siya sa kalangtadan nin Beer-lahai-roi."
Genesis,24,63,"Una tarde, salió a dar un paseo por el campo. De pronto, al levantar la vista, vio que se acercaban unos camellos.","Kan naglalakaw-lakaw siya sa oma sarong banggi, nahiling niya an nagdadangadang na mga kamelyo."
Genesis,24,64,"También Rebeca levantó la vista, al ver a Isaac se bajó del camello","Kan mahiling ni Rebecca si Isaac, naghilig siya sa kamelyo"
Genesis,24,65,y preguntó al criado: —¿Quién es ese hombre que viene por el campo a nuestro encuentro? —Es mi amo —contestó el criado. Entonces ella tomó el velo y se cubrió.,"asin naghapot sa sorogoon ni Abraham, “Siisay an lalaking idto na naglalakaw sa oma sa pagsabat sato?” “Siya an kagurangnan ko,” an simbag kan sorogoon. Kaya kinua ni Rebecca an saiyang belo asin tinahoban an saiyang lalawogon."
Genesis,24,66,El criado contó a Isaac todo lo que había hecho.,Inosip kan sorogoon ki Isaac an gabos na nangyari.
Genesis,24,67,"Luego Isaac llevó a Rebeca a la tienda de campaña de Sara, su madre, y la tomó por esposa. Isaac amó a Rebeca y así se consoló de la muerte de su madre.",Dangan dinara ni Isaac si Rebecca sa tolda na pinag-erokan kaidto ni Sara na saiyang ina asin nagin niyang agom si Rebecca. Namotan niya si Rebecca na nagin karangahan niya sa pakagadan kan saiyang ina.
Genesis,25,1,"Abraham volvió a casarse, esta vez con una mujer llamada Cetura.","Nag-agom giraray si Abraham, na an ngaran Ketura."
Genesis,25,2,"Los hijos que tuvo con ella fueron Zimrán, Jocsán, Medán, Madián, Isbac y Súaj.","Anom an nagin aki ninda ni Abraham: si Zimran, Joksan, Medan, Midian, Isbak asin si Sua."
Genesis,25,3,"Jocsán fue el padre de Sabá y Dedán. Los descendientes de Dedán fueron los asureos, los letuseos y los leumeos.","Si Joksan iyo an ama ni Sheba asin ni Dedan. An mga Assurim, Letusim asin Leummim iyo an mga kapagarakian ni Dedan."
Genesis,25,4,"Los hijos de Madián fueron Efá, Éfer, Janoc, Abidá y Eldá. Todos estos fueron hijos de Cetura.","An mga aking lalaki ni Midian iyo si Efa, Efer, Hanok, Abida asin Eldaa. Ini gabos an kapagarakian ni Ketura."
Genesis,25,5,Abraham entregó todos sus bienes a Isaac.,Itinao ni Abraham ki Isaac an gabos niyang rogaring;
Genesis,25,6,"A los hijos de sus concubinas les hizo regalos y, mientras él todavía estaba con vida, los separó de su hijo Isaac, enviándolos a las regiones orientales.","alagad kan siya buhay pa, an mga aki niyang lalaki sa saiyang mga kasaroan tinawan niya nin mga regalo asin pinaerok sa daga na nasa sirangan, harayo sa aki niyang si Isaac."
Genesis,25,7,Abraham vivió ciento setenta y cinco años;,Gurang nang marahay si Abraham kan siya magadan
Genesis,25,8,"murió en buena vejez. Luego de haber vivido muchos años, fue a reunirse con sus antepasados.",sa edad na syento setenta y singkong taon.
Genesis,25,9,"Sus hijos Isaac e Ismael lo sepultaron en la cueva de Macpela, que está cerca de Mamré, es decir, en el campo del hitita Efrón, hijo de Zojar.","Ilinubong siya kan mga aki niyang si Isaac asin Ismael duman sa lungib nin Macpela, sa oma na nasa sirangan kan Mamre, na dating pagsadiri ni Efron, na aking lalaki ni Zohar na Heteo."
Genesis,25,10,"Este era el campo que Abraham había comprado a los hititas. Allí lo enterraron, junto a su esposa Sara.",Iyo idto an oma na binakal ni Abraham sa mga Heteo; duman ilinubong si Abraham asin si Sara na saiyang agom.
Genesis,25,11,"Luego de la muerte de Abraham, Dios bendijo a Isaac, hijo de Abraham, quien se quedó a vivir cerca del Pozo del Viviente que me ve. Descendientes de Ismael",Benendisyonan nin Dios si Isaac na aki ni Abraham pagkagadan kaini. Dangan nag-erok si Isaac sa Beer-lahai-roi.
Genesis,25,12,"Esta es la historia de Ismael, el hijo que Abraham tuvo con Agar, la criada egipcia de Sara.","Si Ismael, na aking lalaki ni Abraham ki Hagar, an babaeng taga Egipto na oripon ni Sara, nagkaigwa nin doseng aki."
Genesis,25,13,"Estos son los nombres de los hijos de Ismael, comenzando por el primogénito: Nebayot, Cedar, Adbel, Mibsán,","Ini an saindang mga ngaran sosog sa saindang pagkamundag: Nebaiot, Kedar, Adbeel, Mibsam,"
Genesis,25,14,"Mismá, Dumá, Masá,","Misma, Duma, Massa,"
Genesis,25,15,"Hadad, Temá, Jetur, Nafis y Cedema.","Hadad, Tema, Jetur, Nafis asin Kedema."
Genesis,25,16,"Estos fueron los hijos de Ismael y estos los nombres de los doce jefes de tribus, según sus propios territorios y campamentos.","Sinda an ginikanan nin doseng tribu, asin an ngaran kan mga lugar na saindang pinag-eerokan isinunod sa saindang ngaran."
Genesis,25,17,"Ismael vivió ciento treinta y siete años. Al morir, fue a reunirse con sus antepasados.",Nagadan si Ismael sa edad na syento treynta y syeteng taon.
Genesis,25,18,"Sus descendientes se quedaron a vivir en la región que está entre Javilá y Sur, cerca de Egipto, en la ruta que conduce a Asiria. Allí se establecieron en franca oposición a todos sus hermanos. Nacimiento de Jacob y de Esaú","An saiyang mga kapagarakian nag-erok poon sa Havila sagkod sa Sur na nasa ibong kan Egipto, sa dalan pasiring sa Asiria; namuhay sindang suhay sa ibang mga kapagarakian ni Abraham."
Genesis,25,19,"Esta es la historia de Isaac, el hijo que tuvo Abraham. Abraham fue el padre de Isaac.",Iyo ini an istorya ni Isaac na aking lalaki ni Abraham.
Genesis,25,20,"Isaac tenía cuarenta años cuando se casó con Rebeca, que era hija de Betuel y hermana de Labán. Betuel y Labán eran arameos de Padán Aram.","Kan kwarenta na an edad ni Isaac, inagom niya si Rebecca, na aking babae ni Betuel, na Arameong taga Mesopotamia, asin tugang na babae ni Laban."
Genesis,25,21,"Isaac oró al Señor en favor de su esposa, porque era estéril. El Señor oyó su oración y ella quedó embarazada.","Huli ta dai nag-aaki si Rebecca, namibi si Isaac sa Kagurangnan . Sinimbag nin Kagurangnan an pamibi ni Isaac asin nagbados si Rebecca."
Genesis,25,22,"Pero como los niños luchaban dentro de su vientre, ella se preguntó: «Si esto va a seguir así, ¿por qué me pasa esto a mí?». Entonces fue a consultar al Señor","Kambal an ipinagbabados ni Rebecca asin naggugumulan an mga ini sa saiyang tulak. Nagsabi si Rebecca, “Tano ta nangyayari sako an siring kaini?” Kaya naglakaw siya tanganing hapoton an Kagurangnan ."
Genesis,25,23,y el Señor le contestó: «Dos naciones hay en tu seno; dos pueblos se dividen desde tus entrañas. Uno será más fuerte que el otro y el mayor servirá al menor».,"Tinaraman siya nin Kagurangnan , “Duwang nasyon an nasa tulak mo, duwang magkaribal na banwaan an mamumundag saimo; an saro mas makosog ki sa saro, an matua, maglilingkod sa ngohod.”"
Genesis,25,24,"Cuando le llegó el momento de dar a luz, resultó que en su seno había mellizos.",Nag-abot an aldaw nin saiyang pag-aki asin namundag sa saiya an kambal na lalaki.
Genesis,25,25,El primero en nacer era pelirrojo y tenía todo el cuerpo cubierto de vello. A este lo llamaron Esaú.,"Mapula an naenot asin mabarahibo an saiyang kublit siring sa gubing na anit, kaya inapod siyang Esau."
Genesis,25,26,"Luego nació su hermano, agarrado con una mano del talón de Esaú. A este lo llamaron Jacob. Cuando nacieron los mellizos, Isaac tenía sesenta años.","Namundag an ikaduwa na pugol nin marahay an bool ni Esau, kaya inapod siyang Jacob. An kambal namundag kan si Isaac sesentang taon na an edad."
Genesis,25,27,"Los niños crecieron. Esaú era un hombre de campo y se convirtió en un excelente cazador, mientras que Jacob era un hombre tranquilo que prefería quedarse en el campamento.","Kan magdakula an kambal, si Esau, na mas gusto an buhay sa luwas nagin sarong marahay na paraayam; alagad si Jacob bakong paragirong asin mas gusto sa harong."
Genesis,25,28,Isaac quería más a Esaú porque le gustaba comer de lo que él cazaba; pero Rebeca quería más a Jacob.,Padangat ni Isaac si Esau huli ta nawiwilihan niyang kakanon an mga inayaman kaini alagad padangat ni Rebecca si Jacob.
Genesis,25,29,"Un día, cuando Jacob estaba preparando un guiso, Esaú llegó agotado del campo y le dijo:","Sarong aldaw mantang nagluluto si Jacob nin sinabawan na balatong, uminabot si Esau hale sa pangangayam. Gutom na ini nin marahay"
Genesis,25,30,"—Dame de comer de ese guiso rojizo, porque estoy muy cansado. (Por eso a Esaú se le llamó Edom.)","kaya sinabihan kaini si Jacob, “Tawe ako kan mapulang linuluto mo huli ta grabe na an gutom ko.” (Kaya poon kaidto, nginaranan siyang Edom.)"
Genesis,25,31,—Véndeme primero tus derechos de hijo mayor —respondió Jacob.,"Nagsimbag si Jacob, “Tatawan taka kaini kun itao mo sako an saimong deretso bilang matuang aking lalaki.”"
Genesis,25,32,"—Me estoy muriendo de hambre —contestó Esaú—, así que ¿de qué me sirven los derechos de primogénito?","Nagsimbag si Esau, “Sige! Magagadan na ako sa gutom, kaya ano pa an halaga kan sakong deretso bilang matuang aking lalaki?”"
Genesis,25,33,—Véndeme entonces los derechos bajo juramento —insistió Jacob. Esaú se lo juró y fue así como vendió a Jacob sus derechos de primogénito.,"“Magsumpa ka ngona,” an simbag ni Jacob. Kaya nagsumpa si Esau asin ipinabakal an saiyang deretso ki Jacob."
Genesis,25,34,"Jacob, por su parte, dio a Esaú pan y guiso de lentejas. Luego de comer y beber, Esaú se levantó y se fue. De esta manera menospreció sus derechos de hijo mayor.","Pakatapos kaini, tinawan ni Jacob si Esau nin tinapay asin nin sinabawan na balatong; nagkakan asin nag-inom ini dangan naghale. Sa siring na paagi, dai pinahalagahan ni Esau an saiyang deretso bilang matuang aking lalaki."
Genesis,26,1,"En ese tiempo hubo mucha hambre en aquella región, además de la que hubo en tiempos de Abraham. Por eso Isaac se fue a Guerar, donde se encontraba Abimélec, rey de los filisteos.","Nagkaigwa nin gutom sa daga, na laen man kan naenot na gutom kan panahon ni Abraham. Nagduman si Isaac sa Gerar, ki Abimelek na hade kan mga Filistio."
Genesis,26,2,Allí el Señor se apareció y le dijo: «No vayas a Egipto. Quédate en la región de la que te voy a hablar.,"Nagpahiling an Kagurangnan ki Isaac asin nagtaram, “Dai ka magduman sa Egipto; mag-erok ka sa daga na itataram ko saimo."
Genesis,26,3,"Vive en ese lugar por un tiempo. Yo estaré contigo y te bendeciré, porque a ti y a tu descendencia daré todas esas tierras. Así confirmaré el juramento que hice a tu padre Abraham.","Mag-erok ka sa dagang ini; iibahan asin bebendisyonan taka. Itatao ko saimo asin sa mga kapagarakian mo an bilog na dagang ini, asin ootobon ko an sakong panuga sa saimong ama na si Abraham."
Genesis,26,4,"Multiplicaré a tus descendientes como las estrellas del cielo y les daré todas esas tierras. Por medio de tu descendencia todas las naciones de la tierra serán bendecidas,","Papadakulon ko siring sa mga bitoon sa kalangitan an saimong mga kapagarakian asin itatao ko sa sainda an bilog na teritoryong ini. Sa paagi ninda, bebendisyonan ko man an gabos na nasyon sa daga."
Genesis,26,5,"porque Abraham me obedeció y cumplió mis órdenes y mis mandamientos, mis estatutos y mis leyes».","Bebendisyonan taka, huli ta nagsunod sako si Abraham asin inotob niya an gabos kong mga togon asin mga pagboot.”"
Genesis,26,6,Isaac se quedó en Guerar.,Kaya nag-erok si Isaac sa Gerar.
Genesis,26,7,"Y cuando la gente del lugar preguntaba a Isaac acerca de su esposa, él respondía que ella era su hermana. Tan bella era Rebeca que Isaac tenía miedo de decir que era su esposa, pues pensaba que por causa de ella podrían matarlo.","Kan hapoton siya kan kalalakihan duman manongod sa saiyang agom, nagsimbag siya na tugang niya ini. Dai niya inako na agom ini, huli ta takot siyang gadanon kan mga lalaki duman tanganing makua sana si Rebecca na magayon nin marahay."
Genesis,26,8,"Isaac vivió allí un largo tiempo. Un día, Abimélec, el rey de los filisteos, miraba por una ventana, vio a Isaac acariciando a su esposa Rebeca.","Kan haloy-haloy nang nag-erok si Isaac duman, nagdungaw sa bintana si Hadeng Abimelek asin nahiling niyang nagdodorog si Isaac asin si Rebecca."
Genesis,26,9,Entonces mandó llamar a Isaac y le dijo: —¡Conque ella es tu esposa! ¿Por qué dijiste que era tu hermana? —Yo pensé que por causa de ella podrían matarme —contestó Isaac.,"Kaya ipinaapod ni Abimelek si Isaac dangan sinabihan, “Agom mo palan si Rebecca! Tano ta nagsabi kang tugang mo siya?” Nagsimbag si Isaac, “Hona ko kaya, gagadanon ako kun sabihon kong agom ko siya.”"
Genesis,26,10,"—¿Por qué nos hiciste esto? —respondió Abimélec—. Alguno de nosotros podría haberse acostado con tu esposa, ¡y tú nos habrías hecho a todos culpables de ese pecado!","Naghapot si Abimelek, “Ano ining ginibo mo samo? Pasil kutanang madorogan an saimong agom kan saro sa mga tawohan ko, asin kun nangyari ini, ika an babasolon.”"
Genesis,26,11,"Por eso Abimélec envió esta orden a todo el pueblo: —Si alguien molesta a este hombre o a su esposa, será condenado a muerte.",Kaya pinatanidan ni Abimelek an gabos na tawo: “Gagadanon an siisay man na mag-api sa lalaking ini o sa saiyang agom.”
Genesis,26,12,"Isaac sembró en aquella región y ese año cosechó al ciento por uno, porque el Señor lo había bendecido.","Nag-oma duman si Isaac, asin sa taon na idto, nag-ani siya nin sanggatos na beses kan itinanom niya, huli ta benendisyonan siya nin Kagurangnan ."
Genesis,26,13,"Así Isaac fue acumulando riquezas, hasta que llegó a ser muy rico.",Padagos siyang nag-uswag asin nagyaman nin marahay.
Genesis,26,14,"Esto causó que los filisteos comenzaran a tenerle envidia, pues llegó a tener muchas ovejas, vacas y siervos.",Naara saiya an mga Filistio huli kan kadakul niyang rogaring na hayop asin mga sorogoon.
Genesis,26,15,"Ahora bien, los filisteos habían cegado todos los pozos de agua que los siervos del padre de Isaac habían cavado.",Kaya tinahoban kan mga Filistio an gabos na bubon na kinalot kan mga sorogoon kan ama ni Isaac na si Abraham kan buhay pa ini.
Genesis,26,16,"Así que Abimélec dijo a Isaac: —Aléjate de nosotros, pues ya eres más poderoso que nosotros.","Dangan sinabihan ni Abimelek si Isaac, “Humale ka sa samong daga huli ta mas mapangyari ka na ki sa samo.”"
Genesis,26,17,"Isaac se fue de allí y acampó en el valle de Guerar, donde se quedó a vivir.",Kaya naghale si Isaac sa dagang idto asin nagkampo sa Kapantayan nin Gerar asin nag-erok duman.
Genesis,26,18,Abrió nuevamente los pozos de agua que habían sido cavados en tiempos de su padre Abraham y que los filisteos habían tapado después de su muerte. Entonces les puso los mismos nombres que su padre les había dado.,"Kinalot niya giraray an mga bubon na tinahoban kan mga Filistio, na kinalot sa panahon kan ama niyang si Abraham. Nginaranan niya an mga bubon kan parehong ngaran na itinao kan saiyang ama."
Genesis,26,19,"Cierta vez, cuando los siervos de Isaac estaban cavando en el valle, encontraron un manantial.",Nagkalot pa nin bubon duman sa kapantayan an mga sorogoon ni Isaac asin nakakua sinda nin tubig.
Genesis,26,20,"Pero los pastores de Guerar discutieron acaloradamente con los pastores de Isaac, alegando que el agua era de ellos. Por eso Isaac llamó a ese pozo Esek, porque habían peleado con él.","Alagad iniwal an mga pastor ni Isaac kan mga pastor sa Gerar na nagsasabi, “Samo an tubig na ini.” Kaya Esek an inginaran ni Isaac sa bubon, huli ta iniwal siya ninda."
Genesis,26,21,"Después sus siervos cavaron otro pozo, por el cual también discutieron. Por eso Isaac lo llamó Sitna.","Nagkalot giraray nin bubon an mga sorogoon ni Isaac, asin arog kan enot na nangyari, pinag-iriwalan man idto. Kaya Sitna an inginaran ni Isaac sa bubon."
Genesis,26,22,"Entonces Isaac se fue de allí y cavó otro pozo, pero esta vez no hubo ninguna discusión. A este pozo lo llamó Rejobot y dijo: «El Señor nos ha dado mucho espacio para que prosperemos en esta región».","Naghale duman si Isaac asin nagkalot giraray nin bubon. Ini dai na pinag-iriwalan kaya inapod niyang Rehobot, huli ta olay niya, “Tinawan kita nin Kagurangnan nin lugar sa dagang ini asin magigin mauswag kita digdi.”"
Genesis,26,23,De allí Isaac se dirigió a Berseba.,Hale duman nagpasiring si Isaac sa Beer-sheba.
Genesis,26,24,"Esa noche se apareció el Señor y le dijo: «Yo soy el Dios de tu padre Abraham. No temas, que yo estoy contigo. Por amor a mi siervo Abraham, te bendeciré y multiplicaré tu descendencia».","Kan bangging idto, nagpahiling saiya an Kagurangnan asin nagtaram, “Ako an Dios kan saimong ama na si Abraham. Dai ka matakot, huli ta kaiba mo ako. Bebendisyonan taka asin papadakulon ko an saimong mga kapagarakian huli ki Abraham na sorogoon ko.”"
Genesis,26,25,Allí Isaac construyó un altar e invocó el nombre del Señor . Acampó en ese lugar y sus siervos cavaron un pozo.,"Kaya nagtugdok duman nin altar si Isaac asin nagsamba sa Kagurangnan . Duman na siya nag-erok, asin nagkalot duman nin saro pang bubon an saiyang mga sorogoon."
Genesis,26,26,"Cierto día, Abimélec fue a ver a Isaac desde Guerar. Llegó acompañado de su consejero Ajuzat y de Ficol, el comandante de su ejército.","Hale sa Gerar, nagduman si Abimelek ki Isaac, kaiba si Ahuzzat na saiyang parahatol asin si Ficol na pamayo kan saiyang hukbo."
Genesis,26,27,"Isaac preguntó: —Si tanto me odian, que hasta me echaron de su tierra, ¿para qué vienen a verme?","Hinapot sinda ni Isaac, “Tano ta nagdirigdi kamo? Bakong naoongis kamo sako asin pinahale nindo ako sa saindong daga?”"
Genesis,26,28,"—Nos hemos dado cuenta de que el Señor está contigo —respondieron—. Por eso, queremos proponerte que hagamos entre nosotros un trato bajo juramento. Ese pacto será el siguiente:","Nagsimbag sinda, “Nahiling mi ngunyan na kaiba mo an Kagurangnan , kaya samong naisip na dapat magkaigwa kita nin kontrata"
Genesis,26,29,"Tú no nos harás ningún daño, ya que nosotros no te hemos perjudicado, sino que te hemos tratado bien y te hemos dejado ir en paz. ¡Ahora el bendecido del Señor eres tú!",na dai mo kami gigibohan nin maraot. Nagin marahay kami saimo asin matoninong mi ikang pinahale. Mayong duda na benendisyonan ka nin Kagurangnan .”
Genesis,26,30,Isaac les preparó un banquete y comieron y bebieron.,Kaya nag-andam nin bangkete si Isaac para sa sainda asin nagkakan saka nag-inoman sinda.
Genesis,26,31,A la mañana siguiente se levantaron muy temprano e hicieron un compromiso mutuo. Luego Isaac los despidió y ellos se fueron en paz.,"Pagkaaga, amay sindang nagmata asin sinda gabos nanumpa sa lambang saro; dinespedir sinda ni Isaac asin nagburulag sinda bilang mga magkatood."
Genesis,26,32,"Aquel mismo día, los siervos de Isaac fueron y le informaron acerca de un pozo que habían cavado y dijeron: —¡Hemos encontrado agua!","Kan aldaw na iyan, nag-abot an mga sorogoon ni Isaac asin nag-osip saiya manongod kan bubon na kinalot ninda. Olay ninda, “Nakakua kami nin tubig.”"
Genesis,26,33,Isaac llamó a ese pozo Juramento. Por eso la ciudad se llama Berseba hasta el día de hoy. Isaac bendice a Jacob,An bubon nginaranan Sheba ni Isaac; kaya sagkod ngunyan an syudad inaapod Beer-sheba.
Genesis,26,34,"Esaú tenía cuarenta años cuando se casó con Judit hija de Beerí, el hitita. También se casó con Basemat, hija de un hitita llamado Elón.","Kan kwarenta na an edad ni Esau, inagom niya si Judith na aki ni Beeri na Heteo asin si Basemat na aki ni Elon na saro pang Heteo."
