book,chapter,verse,text_Bikol,text_Cebuano
Genesis,24,55,"Alagad nagsimbag si Laban asin an saiyang ina, “Tugoteng masakaibahan mi ngona si Rebecca sa laog nin sarong semana o sampolong aldaw pakatapos, pwede na siyang maghale.”","Unya ang igsoon nga lalaki ug ang inahan ni Rebecca miingon, “Tugoti nga ang dalaga magpabilin kanamo sa makadiyot, bisan napulo lamang ka adlaw ug human niini makalakaw na siya.”"
Genesis,24,56,"Nagsimbag an sorogoon, “Dai nindo ako pag-olangon. Tinabangan ako nin Kagurangnan sa sakong lakaw; tugote akong magpuli sa sakong kagurangnan.”","Apan siya miingon kanila, “Ayaw ako ninyo langana kay ang Ginoo nagpanalangin sa akong panaw. Papaulia na ako aron moadto ako sa akong agalon.”"
Genesis,24,57,"Nagsabi sinda, “Apodon ta si Rebecca asin hapoton ta siya.”","Unya sila miingon, “Tawgon nato ang dalaga ug pangutan-on siya.”"
Genesis,24,58,"Inapod ninda ini asin sinabihan, “Maiba ka sa lalaking ini?” Nagsimbag si Rebecca, “Maiba ako.”","Ug gitawag nila si Rebecca ug giingnan, “Mouban ba ikaw niining tawhana?” Ug siya miingon, “Mouban ako.”"
Genesis,24,59,Kaya tinugotan ninda si Rebecca asin an saiyang sorogoon na mag-iba sa sorogoon ni Abraham asin sa mga tawohan kaini.,"Busa gitugotan nila pagpalakaw si Rebecca nga igsoon nila ug ang tig-atiman niya, ug ang sulugoon ni Abraham ug ang iyang mga tawo."
Genesis,24,60,"Benendisyonan ninda si Rebecca asin sinabihan, “Tugang, magin ina ka logod nin dai mabilang na kaakian! Sakopon logod kan saimong kapagarakian an mga syudad kan saindang mga kaiwal!”","Ug gipanalanginan nila si Rebecca, ug miingon sila kaniya, “Among igsoon, mahimo unta ikaw nga inahan sa liboan ka libo ug maangkon unta sa imong kaliwatan ang ganghaan niadtong nagdumot kanila.”"
Genesis,24,61,"Nag-andam si Rebecca asin an saiyang hoben na babaeng mga sorogoon, asin nagsunod sa sorogoon ni Abraham; sarabay sindang nagharale lunad sa mga kamelyo.",Unya si Rebecca ug ang iyang mga sulugoon nga babaye mitindog ug misakay sila sa mga kamilyo ug misunod sa tawo. Busa ang maong sulugoon midala kang Rebecca ug mipadayon sa iyang panaw.
Genesis,24,62,"Kan panahon na iyan, si Isaac nag-eerok sa habagat na parte kan Canaan; nag-abot siya sa kalangtadan nin Beer-lahai-roi.","Niadtong higayona si Isaac miabot gikan sa Beer-lahai-roi, kay siya nagpuyo man sa yuta sa Negeb."
Genesis,24,63,"Kan naglalakaw-lakaw siya sa oma sarong banggi, nahiling niya an nagdadangadang na mga kamelyo.",Ug migula si Isaac aron sa pagpamalandong didto sa kapatagan sa sayong kagabhion. Ug giyahat niya ang iyang mga mata ug nalantawan niya nga dihay mga kamilyo nga nagpaingon kaniya.
Genesis,24,64,"Kan mahiling ni Rebecca si Isaac, naghilig siya sa kamelyo","Si Rebecca usab miyahat sa iyang mga mata ug sa dihang nakita niya si Isaac, mikanaog siya sa kamilyo."
Genesis,24,65,"asin naghapot sa sorogoon ni Abraham, “Siisay an lalaking idto na naglalakaw sa oma sa pagsabat sato?” “Siya an kagurangnan ko,” an simbag kan sorogoon. Kaya kinua ni Rebecca an saiyang belo asin tinahoban an saiyang lalawogon.","Ug siya miingon sa sulugoon, “Kinsa ba kanang tawhana nga naglakaw sa kapatagan aron sa pagsugat kanato?” Ug ang ulipon miingon, “Siya mao ang akong agalon.” Unya mikuha siya ug tabon sa iyang nawong ug gitabonan niya ang iyang kaugalingon."
Genesis,24,66,Inosip kan sorogoon ki Isaac an gabos na nangyari.,Ug ang sulugoon misugilon kang Isaac sa tanan nga iyang gibuhat.
Genesis,24,67,Dangan dinara ni Isaac si Rebecca sa tolda na pinag-erokan kaidto ni Sara na saiyang ina asin nagin niyang agom si Rebecca. Namotan niya si Rebecca na nagin karangahan niya sa pakagadan kan saiyang ina.,Unya si Isaac midala kaniya ngadto sa tolda ni Sarah nga iyang inahan. Ug giminyoan niya si Rebecca ug siya naasawa ni Isaac ug gihigugma niya si Rebecca. Busa si Isaac nahupay human sa kamatayon sa iyang inahan.
Genesis,25,1,"Nag-agom giraray si Abraham, na an ngaran Ketura.","Unya si Abraham nangasawa na usab ug lain, nga ginganlan ug Ketura."
Genesis,25,2,"Anom an nagin aki ninda ni Abraham: si Zimran, Joksan, Medan, Midian, Isbak asin si Sua.","Ug iyang gipanganak si Zimran, si Joksan, si Medan, si Midian, si Isbak ug si Sua."
Genesis,25,3,"Si Joksan iyo an ama ni Sheba asin ni Dedan. An mga Assurim, Letusim asin Leummim iyo an mga kapagarakian ni Dedan.","Si Joksan mao ang amahan ni Seba ug ni Dedan. Ang mga kaliwat ni Dedan mao ang mga Asurihanon, Letusihanon ug Leumihanon."
Genesis,25,4,"An mga aking lalaki ni Midian iyo si Efa, Efer, Hanok, Abida asin Eldaa. Ini gabos an kapagarakian ni Ketura.","Ang mga anak ni Midian mao sila si Efa, si Efer, si Hanok, si Abida ug si Eldaa. Silang tanan mao ang mga kaliwat ni Ketura."
Genesis,25,5,Itinao ni Abraham ki Isaac an gabos niyang rogaring;,Gihatag ni Abraham ang tanan nga iya ngadto kang Isaac.
Genesis,25,6,"alagad kan siya buhay pa, an mga aki niyang lalaki sa saiyang mga kasaroan tinawan niya nin mga regalo asin pinaerok sa daga na nasa sirangan, harayo sa aki niyang si Isaac.","Apan ngadto sa mga anak nga lalaki sa iyang mga puyopuyo, si Abraham mihatag kanila ug mga gasa. Ug sa dihang buhi pa siya gipalakaw niya sila layo kang Isaac nga iyang anak, ngadto sa silangan nga kayutaan."
Genesis,25,7,Gurang nang marahay si Abraham kan siya magadan,"Kini mao ang mga adlaw sa mga tuig sa kinabuhi ni Abraham, 175 ka tuig."
Genesis,25,8,sa edad na syento setenta y singkong taon.,"Si Abraham miginhawa sa iyang kataposan ug namatay siya nga tigulang na kaayo, ug hupong sa katuigan ug gitipon ngadto sa iyang katawhan."
Genesis,25,9,"Ilinubong siya kan mga aki niyang si Isaac asin Ismael duman sa lungib nin Macpela, sa oma na nasa sirangan kan Mamre, na dating pagsadiri ni Efron, na aking lalaki ni Zohar na Heteo.","Ug siya gilubong ni Isaac ug ni Ismael nga iyang mga anak didto sa langob sa Macpela, didto sa kapatagan ni Efron nga anak ni Zoar nga Hitihanon, sa silangan sa Mamre,"
Genesis,25,10,Iyo idto an oma na binakal ni Abraham sa mga Heteo; duman ilinubong si Abraham asin si Sara na saiyang agom.,ang kapatagan nga gipalit ni Abraham gikan sa mga Hitihanon. Didto gilubong si Abraham uban kang Sarah nga iyang asawa.
Genesis,25,11,Benendisyonan nin Dios si Isaac na aki ni Abraham pagkagadan kaini. Dangan nag-erok si Isaac sa Beer-lahai-roi.,"Human sa kamatayon ni Abraham, si Isaac nga iyang anak gipanalanginan sa Dios. Ug mipuyo si Isaac sa Beer-lahai-roi."
Genesis,25,12,"Si Ismael, na aking lalaki ni Abraham ki Hagar, an babaeng taga Egipto na oripon ni Sara, nagkaigwa nin doseng aki.","Kini mao ang mga kaliwat ni Ismael, anak ni Abraham kang Hagar nga Ehiptohanon, ang ulipon nga babaye ni Sarah."
Genesis,25,13,"Ini an saindang mga ngaran sosog sa saindang pagkamundag: Nebaiot, Kedar, Adbeel, Mibsam,","Ug mao kini ang mga ngalan sa mga anak nga lalaki ni Ismael nga ginganlan sumala sa han-ay sa ilang pagkahimugso: si Nebaiot, ang kamagulangan ni Ismael, ug si Kedar, si Abdeel, si Mibsam,"
Genesis,25,14,"Misma, Duma, Massa,","si Misma, si Duma, si Masa,"
Genesis,25,15,"Hadad, Tema, Jetur, Nafis asin Kedema.","si Hadad, si Tema, si Jetur, si Nafis, ug si Kedema."
Genesis,25,16,"Sinda an ginikanan nin doseng tribu, asin an ngaran kan mga lugar na saindang pinag-eerokan isinunod sa saindang ngaran.","Mao kini ang mga anak nga lalaki ni Ismael ug ang ilang mga ngalan, sumala sa ilang mga lungsod ug sumala sa ilang mga banay, napulo ug duha ka pangulo sumala sa ilang mga panimalay."
Genesis,25,17,Nagadan si Ismael sa edad na syento treynta y syeteng taon.,"Kini mao ang mga tuig sa kinabuhi ni Ismael, 137 ka tuig. Ug miginhawa siya sa iyang kataposan ug namatay siya ug gitipon sa iyang mga katawhan."
Genesis,25,18,"An saiyang mga kapagarakian nag-erok poon sa Havila sagkod sa Sur na nasa ibong kan Egipto, sa dalan pasiring sa Asiria; namuhay sindang suhay sa ibang mga kapagarakian ni Abraham.","Sila mipuyo gikan sa Havila hangtod sa Sur nga atbang sa Ehipto, padulong sa Asiria ug nagpuyo siya nga kabatok sa tanan niyang mga kaigsoonan."
Genesis,25,19,Iyo ini an istorya ni Isaac na aking lalaki ni Abraham.,Kini mao ang mga kaliwat ni Isaac nga anak ni Abraham. Si Abraham mao ang amahan ni Isaac.
Genesis,25,20,"Kan kwarenta na an edad ni Isaac, inagom niya si Rebecca, na aking babae ni Betuel, na Arameong taga Mesopotamia, asin tugang na babae ni Laban.","Ug si Isaac nagpanuigon ug 40 ka tuig sa pagpangasawa niya kang Rebecca nga anak ni Betuel nga Aramihanon, sa Padan-aram, ug igsoong babaye ni Laban nga Aramhanon."
Genesis,25,21,"Huli ta dai nag-aaki si Rebecca, namibi si Isaac sa Kagurangnan . Sinimbag nin Kagurangnan an pamibi ni Isaac asin nagbados si Rebecca.","Ug nag-ampo si Isaac sa Ginoo alang sa iyang asawa, tungod kay siya dili makaanak ug ang Ginoo mitubag sa iyang pag-ampo ug nagsamkon si Rebecca nga iyang asawa."
Genesis,25,22,"Kambal an ipinagbabados ni Rebecca asin naggugumulan an mga ini sa saiyang tulak. Nagsabi si Rebecca, “Tano ta nangyayari sako an siring kaini?” Kaya naglakaw siya tanganing hapoton an Kagurangnan .","Ug ang mga bata nagdinuotay diha sa sulod niya ug miingon siya, “Kon mao kini, ngano nga mabuhi pa ako?” Ug siya miadto sa pagpangutana sa Ginoo ."
Genesis,25,23,"Tinaraman siya nin Kagurangnan , “Duwang nasyon an nasa tulak mo, duwang magkaribal na banwaan an mamumundag saimo; an saro mas makosog ki sa saro, an matua, maglilingkod sa ngohod.”","Ug ang Ginoo mitubag kaniya, “Adunay duha ka nasod sa imong taguangkan, ug ang duha ka katawhan nga mangatawo gikan kanimo magkabahin, ang usa kusgan kay sa usa ug ang magulang mag-alagad sa manghod.”"
Genesis,25,24,Nag-abot an aldaw nin saiyang pag-aki asin namundag sa saiya an kambal na lalaki.,"Sa dihang miabot na ang mga adlaw aron siya manganak, tan-awa, dihay kaluha sa iyang taguangkan."
Genesis,25,25,"Mapula an naenot asin mabarahibo an saiyang kublit siring sa gubing na anit, kaya inapod siyang Esau.","Ug ang una nga migula pulahon ug ang tibuok nga lawas sama sa usa ka bisti nga gisapawan ug balhibo, ug gitawag nila ang iyang ngalan ug Esau."
Genesis,25,26,"Namundag an ikaduwa na pugol nin marahay an bool ni Esau, kaya inapod siyang Jacob. An kambal namundag kan si Isaac sesentang taon na an edad.","Human niini migula ang iyang igsoon nga lalaki, ug ang iyang kamot mikupot sa tikod ni Esau ug gitawag nila ang iyang ngalan ug Jacob. Ug si Isaac nagpanuigon ug 60 ka tuig sa dihang gipanganak na kini sila."
Genesis,25,27,"Kan magdakula an kambal, si Esau, na mas gusto an buhay sa luwas nagin sarong marahay na paraayam; alagad si Jacob bakong paragirong asin mas gusto sa harong.","Sa dihang midako na ang mga bata, si Esau nahimong batid sa pagpangayam, tawo sa kapatagan, apan si Jacob tawo nga hilomon nga anaa kanunay sa sulod sa tolda."
Genesis,25,28,Padangat ni Isaac si Esau huli ta nawiwilihan niyang kakanon an mga inayaman kaini alagad padangat ni Rebecca si Jacob.,"Si Esau pinangga ni Isaac kay makakaon man siya sa pinangayaman niini, apan pinangga ni Rebecca si Jacob."
Genesis,25,29,"Sarong aldaw mantang nagluluto si Jacob nin sinabawan na balatong, uminabot si Esau hale sa pangangayam. Gutom na ini nin marahay",Unya nagluto si Jacob ug sud-an nga sinabawan ug miabot si Esau gikan sa kapatagan ug gigutom pag-ayo.
Genesis,25,30,"kaya sinabihan kaini si Jacob, “Tawe ako kan mapulang linuluto mo huli ta grabe na an gutom ko.” (Kaya poon kaidto, nginaranan siyang Edom.)","Ug si Esau miingon kang Jacob, “Pakan-a ako nianang pulapula nga sinabaw kay gigutom kaayo ako.” Busa ginganlan siya ug Edom."
Genesis,25,31,"Nagsimbag si Jacob, “Tatawan taka kaini kun itao mo sako an saimong deretso bilang matuang aking lalaki.”","Ug si Jacob miingon, “Ibaligya una kanako ang imong katungod sa pagkapanganay.”"
Genesis,25,32,"Nagsimbag si Esau, “Sige! Magagadan na ako sa gutom, kaya ano pa an halaga kan sakong deretso bilang matuang aking lalaki?”","Unya si Esau miingon, “Tan-awa, hapit na ako mamatay, unsay kapuslanan kanako sa akong katungod sa pagkapanganay?”"
Genesis,25,33,"“Magsumpa ka ngona,” an simbag ni Jacob. Kaya nagsumpa si Esau asin ipinabakal an saiyang deretso ki Jacob.","Si Jacob miingon, “Panumpa una kanako.” Ug siya nanumpa kaniya, ug gibaligya niya kang Jacob ang iyang katungod sa pagkapanganay."
Genesis,25,34,"Pakatapos kaini, tinawan ni Jacob si Esau nin tinapay asin nin sinabawan na balatong; nagkakan asin nag-inom ini dangan naghale. Sa siring na paagi, dai pinahalagahan ni Esau an saiyang deretso bilang matuang aking lalaki.",Unya si Esau gihatagan ni Jacob ug pan ug sa linat-an nga mga liso ug siya mikaon ug miinom ug mitindog ug milakaw. Sa ingon niana gisalikway ni Esau ang iyang katungod sa pagkapanganay.
Genesis,26,1,"Nagkaigwa nin gutom sa daga, na laen man kan naenot na gutom kan panahon ni Abraham. Nagduman si Isaac sa Gerar, ki Abimelek na hade kan mga Filistio.","Niadtong panahona dihay gutom sa yuta gawas sa unang gutom sa mga adlaw ni Abraham, ug si Isaac miadto sa Gerar ngadto kang Abimelek nga hari sa mga Filistihanon."
Genesis,26,2,"Nagpahiling an Kagurangnan ki Isaac asin nagtaram, “Dai ka magduman sa Egipto; mag-erok ka sa daga na itataram ko saimo.","Ug ang Ginoo mipakita kaniya ug miingon, “Ayaw pag-adto sa Ehipto, pabilin sa yuta nga akong isulti kanimo."
Genesis,26,3,"Mag-erok ka sa dagang ini; iibahan asin bebendisyonan taka. Itatao ko saimo asin sa mga kapagarakian mo an bilog na dagang ini, asin ootobon ko an sakong panuga sa saimong ama na si Abraham.","Puyo dinhi niining yutaa, ug ako mag-uban kanimo ug ikaw akong panalanginan, kay kanimo ug sa imong kaliwatan, ihatag nako kining tanang mga yuta ug tumanon nako ang gipanumpa nako kang Abraham nga imong amahan."
Genesis,26,4,"Papadakulon ko siring sa mga bitoon sa kalangitan an saimong mga kapagarakian asin itatao ko sa sainda an bilog na teritoryong ini. Sa paagi ninda, bebendisyonan ko man an gabos na nasyon sa daga.","Padaghanon nako ang imong mga kaliwat sama sa mga bituon sa langit ug ihatag nako sa imong kaliwatan kining tanang mga yuta, ug ang tanang mga nasod sa yuta mapanalanginan tungod sa imong kaliwat,"
Genesis,26,5,"Bebendisyonan taka, huli ta nagsunod sako si Abraham asin inotob niya an gabos kong mga togon asin mga pagboot.”","kay nagpatalinghog si Abraham sa akong tingog ug gituman niya ang akong pahimangno, ang akong kasugoan, ang akong mga lagda ug ang akong mga balaod.”"
Genesis,26,6,Kaya nag-erok si Isaac sa Gerar.,Busa si Isaac mipuyo sa Gerar.
Genesis,26,7,"Kan hapoton siya kan kalalakihan duman manongod sa saiyang agom, nagsimbag siya na tugang niya ini. Dai niya inako na agom ini, huli ta takot siyang gadanon kan mga lalaki duman tanganing makua sana si Rebecca na magayon nin marahay.","Sa diha nga ang mga tawo niadtong dapita nangutana kaniya mahitungod sa iyang asawa, siya miingon, “Siya akong igsoon.” Kay nahadlok siya sa pag-ingon, “Siya akong asawa,” kay naghunahuna siya, “tingali ug patyon ako sa mga tawo niining dapita tungod kang Rebecca,” kay maanyag siya nga tan-awon."
Genesis,26,8,"Kan haloy-haloy nang nag-erok si Isaac duman, nagdungaw sa bintana si Hadeng Abimelek asin nahiling niyang nagdodorog si Isaac asin si Rebecca.","Sa nagpuyo siya didto sa daghang mga adlaw, si Abimelek, nga hari sa mga Filistihanon, nanambo sa bintana ug nakita niya si Isaac nga naggakosgakos kang Rebecca nga iyang asawa."
Genesis,26,9,"Kaya ipinaapod ni Abimelek si Isaac dangan sinabihan, “Agom mo palan si Rebecca! Tano ta nagsabi kang tugang mo siya?” Nagsimbag si Isaac, “Hona ko kaya, gagadanon ako kun sabihon kong agom ko siya.”","Ug gipatawag ni Abimelek si Isaac ug giingnan, “Tan-awa, imo siyang asawa; nganong miingon ka man, ‘Siya akong igsoon’?” Ug si Isaac miingon kaniya, “Kay naghunahuna ako, ‘Tingali ug patyon ako tungod kaniya.’ ”"
Genesis,26,10,"Naghapot si Abimelek, “Ano ining ginibo mo samo? Pasil kutanang madorogan an saimong agom kan saro sa mga tawohan ko, asin kun nangyari ini, ika an babasolon.”","Ug si Abimelek miingon, “Unsa kining gibuhat nimo kanamo? Usa sa mga tawo mahimong makadulog sa imong asawa ug ikaw magdala ug sala nganhi kanamo.”"
Genesis,26,11,Kaya pinatanidan ni Abimelek an gabos na tawo: “Gagadanon an siisay man na mag-api sa lalaking ini o sa saiyang agom.”,"Unya si Abimelek nagsugo sa tanang mga tawo nga nag-ingon, “Ang manghilabot niining tawhana o sa iyang asawa patyon gayod.”"
Genesis,26,12,"Nag-oma duman si Isaac, asin sa taon na idto, nag-ani siya nin sanggatos na beses kan itinanom niya, huli ta benendisyonan siya nin Kagurangnan .",Ug nagpugas si Isaac niadtong yutaa ug nakaani niadtong maong tuig ug usa ka gatos ka pilo kay siya gipanalanginan sa Ginoo .
Genesis,26,13,Padagos siyang nag-uswag asin nagyaman nin marahay.,Ug siya nadato ug nagpadayon sa pagtigom ug daghan pa gayod hangtod nga siya nahimong adunahan kaayo.
Genesis,26,14,Naara saiya an mga Filistio huli kan kadakul niyang rogaring na hayop asin mga sorogoon.,Nakapanag-iya siya ug mga panon sa nagkalainlaing kahayopan ug dako nga panimalay busa nasina kaniya ang mga Filistihanon.
Genesis,26,15,Kaya tinahoban kan mga Filistio an gabos na bubon na kinalot kan mga sorogoon kan ama ni Isaac na si Abraham kan buhay pa ini.,Niadtong panahona ang tanan nga mga atabay nga gipangkalot sa mga sulugoon sa iyang amahan nga si Abraham gipangtabonan sa mga Filistihanon ug gipuno nila kini ug yuta.
Genesis,26,16,"Dangan sinabihan ni Abimelek si Isaac, “Humale ka sa samong daga huli ta mas mapangyari ka na ki sa samo.”","Ug si Abimelek miingon kang Isaac, “Palayo kanamo kay ikaw labaw pa ka gamhanan kay kanamo.”"
Genesis,26,17,Kaya naghale si Isaac sa dagang idto asin nagkampo sa Kapantayan nin Gerar asin nag-erok duman.,Busa si Isaac mibiya gikan didto. Ug gipatindog niya ang iyang mga tolda sa walog sa Gerar ug mipuyo siya didto.
Genesis,26,18,"Kinalot niya giraray an mga bubon na tinahoban kan mga Filistio, na kinalot sa panahon kan ama niyang si Abraham. Nginaranan niya an mga bubon kan parehong ngaran na itinao kan saiyang ama.",Ug gikalot pag-usab ni Isaac ang mga atabay sa tubig nga ilang gikalot sa mga adlaw ni Abraham nga iyang amahan kay gitabonan kini sa mga Filistihanon human mamatay si Abraham. Ug kini ginganlan niya sama sa mga ngalan nga gihatag kanila sa iyang amahan.
Genesis,26,19,Nagkalot pa nin bubon duman sa kapantayan an mga sorogoon ni Isaac asin nakakua sinda nin tubig.,"Apan sa diha nga ang mga sulugoon ni Isaac nagkalot didto sa walog ug nakakaplag didto ug usa ka atabay sa nagtubod nga tubig,"
Genesis,26,20,"Alagad iniwal an mga pastor ni Isaac kan mga pastor sa Gerar na nagsasabi, “Samo an tubig na ini.” Kaya Esek an inginaran ni Isaac sa bubon, huli ta iniwal siya ninda.","ang mga tigbantay sa kahayopan sa Gerar nakig-away sa mga tigbantay sa kahayopan ni Isaac. Miingon sila, “Ang tubig amoa!” Busa ginganlan niya ang atabay ug Esek, kay sila nakig-away kaniya."
Genesis,26,21,"Nagkalot giraray nin bubon an mga sorogoon ni Isaac, asin arog kan enot na nangyari, pinag-iriwalan man idto. Kaya Sitna an inginaran ni Isaac sa bubon.","Unya nagkalot na usab sila ug lain nga atabay, ug nag-away gihapon sila tungod niini ug kini ginganlan niya ug Sitna."
Genesis,26,22,"Naghale duman si Isaac asin nagkalot giraray nin bubon. Ini dai na pinag-iriwalan kaya inapod niyang Rehobot, huli ta olay niya, “Tinawan kita nin Kagurangnan nin lugar sa dagang ini asin magigin mauswag kita digdi.”","Ug mipahawa siya didto, ug nagkalot ug laing atabay, ug alang niini wala na sila mag-away ug kini ginganlan niya ug Rehobot ug siya miingon, “Kay karon ang Ginoo mihatag ug dapit alang kanato ug magmabungahon kita sa yuta.”"
Genesis,26,23,Hale duman nagpasiring si Isaac sa Beer-sheba.,Gikan didto siya mitungas padulong sa Beer-seba.
Genesis,26,24,"Kan bangging idto, nagpahiling saiya an Kagurangnan asin nagtaram, “Ako an Dios kan saimong ama na si Abraham. Dai ka matakot, huli ta kaiba mo ako. Bebendisyonan taka asin papadakulon ko an saimong mga kapagarakian huli ki Abraham na sorogoon ko.”","Ug mipakita kaniya ang Ginoo niadtong gabhiona ug miingon, “Ako mao ang Dios ni Abraham nga imong amahan. Ayaw kahadlok kay ako nag-uban kanimo ug ikaw panalanginan nako, ug padaghanon nako ang imong mga kaliwat tungod kang Abraham nga akong sulugoon.”"
Genesis,26,25,"Kaya nagtugdok duman nin altar si Isaac asin nagsamba sa Kagurangnan . Duman na siya nag-erok, asin nagkalot duman nin saro pang bubon an saiyang mga sorogoon.","Busa si Isaac nagtukod didto ug usa ka halaran ug mitawag sa ngalan sa Ginoo , ug gipatindog niya didto ang iyang tolda ug ang mga sulugoon ni Isaac nagkalot ug usa ka atabay."
Genesis,26,26,"Hale sa Gerar, nagduman si Abimelek ki Isaac, kaiba si Ahuzzat na saiyang parahatol asin si Ficol na pamayo kan saiyang hukbo.","Unya si Abimelek miadto kaniya gikan sa Gerar kuyog kang Ahusat, nga iyang magtatambag ug kang Picol nga pangulo sa iyang kasundalohan."
Genesis,26,27,"Hinapot sinda ni Isaac, “Tano ta nagdirigdi kamo? Bakong naoongis kamo sako asin pinahale nindo ako sa saindong daga?”","Si Isaac miingon kanila, “Nganong mianhi kamo kanako, nga nagdumot man kamo kanako ug gisalikway man gani ninyo ako palayo kaninyo?”"
Genesis,26,28,"Nagsimbag sinda, “Nahiling mi ngunyan na kaiba mo an Kagurangnan , kaya samong naisip na dapat magkaigwa kita nin kontrata","Sila miingon, “Nakita namo sa dayag gayod nga ang Ginoo nag-uban kanimo busa nag-ingon kami, ‘Himoon nato ang usa ka panumpa tali kanimo ug kanamo, ug maghimo ug kasabotan uban kanimo,"
Genesis,26,29,na dai mo kami gigibohan nin maraot. Nagin marahay kami saimo asin matoninong mi ikang pinahale. Mayong duda na benendisyonan ka nin Kagurangnan .”,"aron dili ikaw magbuhat ug daotan ngari kanamo, sama nga kami wala manghilabot kanimo, ug nga kaming tanan nagbuhat ug maayo nganha kanimo, ug ikaw gipagikan namo nga malinawon. Ikaw karon ang gipanalanginan sa Ginoo .’ ”"
Genesis,26,30,Kaya nag-andam nin bangkete si Isaac para sa sainda asin nagkakan saka nag-inoman sinda.,Ug siya naghikay alang kanila ug nangaon sila ug nanginom.
Genesis,26,31,"Pagkaaga, amay sindang nagmata asin sinda gabos nanumpa sa lambang saro; dinespedir sinda ni Isaac asin nagburulag sinda bilang mga magkatood.",Ug mibangon sila sa pagkakaadlawon ug nanumpa sa usa ug usa. Ug gipagikan sila ni Isaac ug namiya sila nga malinawon gikan kaniya.
Genesis,26,32,"Kan aldaw na iyan, nag-abot an mga sorogoon ni Isaac asin nag-osip saiya manongod kan bubon na kinalot ninda. Olay ninda, “Nakakua kami nin tubig.”","Niadtong adlawa, miabot ang mga sulugoon ni Isaac ug nagsugilon kaniya mahitungod sa atabay nga ilang gikalot ug sila nag-ingon kaniya, “Nakakaplag kami ug tubig!”"
Genesis,26,33,An bubon nginaranan Sheba ni Isaac; kaya sagkod ngunyan an syudad inaapod Beer-sheba.,"Ug kini ginganlan niya ug Seba. Tungod niini, ang ngalan niadtong lungsora Beer-seba hangtod niining adlawa."
Genesis,26,34,"Kan kwarenta na an edad ni Esau, inagom niya si Judith na aki ni Beeri na Heteo asin si Basemat na aki ni Elon na saro pang Heteo.","Ug sa nagpanuigon na si Esau ug 40 ka tuig, gipangasawa niya si Judith nga anak ni Beeri nga Hitihanon ug si Basemat nga anak ni Elon nga Hitihanon."
Genesis,26,35,"Huli sainda, nagin mapait an buhay ni Isaac asin ni Rebecca.",Ug ilang gihimo nga pait ang kinabuhi ni Isaac ug ni Rebecca.
Genesis,27,1,"Kan gurang na si Isaac asin dai na nakakamaan, inapod niya an matua niyang aking si Esau, “Esau aki ko!” “Uya po ako,” an simbag ni Esau.","Sa diha nga tigulang na si Isaac ug ang iyang mga mata halap na, nga tungod niana dili na siya makakita, gitawag niya si Esau, ang iyang anak nga magulang ug siya miingon kaniya, “Anak ko,” ug siya mitubag, “Ania ako.”"
Genesis,27,2,"Nagsabi si Isaac, “Gurang na ako asin madali nang magadan.","Ug miingon siya, “Tan-awa, ako tigulang na ug wala ako mahibalo sa adlaw sa akong kamatayon."
Genesis,27,3,Kuaha an saimong pana asin mangayam ka sa kaomahan para sako.,"Busa karon, kuhaa ang imong mga hinagiban, ang imong baslayan ug ang imong pana, ug adto sa kapatagan ug pangayam alang kanako."
Genesis,27,4,Iluto mo ako kan paborito kong putahe asin darahon mo sako tanganing magkakan ko; dangan bebendisyonan taka bago ako magadan.”,"Ug lutoi ako ug lamiang pagkaon, kadtong akong gusto ug dad-a nganhi kanako aron makakaon ako niini ug panalanginan ko ikaw sa dili pa ako mamatay.”"
Genesis,27,5,"Mantang kaolay ni Isaac si Esau, nagdadangog si Rebecca. Kaya pakahale ni Esau tanganing mangayam,","Ug si Rebecca naminaw sa pagsulti niini ni Isaac kang Esau nga iyang anak. Busa sa dihang milakaw na si Esau ngadto sa kapatagan sa pagpangayam aron iyang dad-on,"
Genesis,27,6,"sinabihan ni Rebecca si Jacob, “Nadangog ko an sinabi kan saimong ama sa tugang mong si Esau,","si Rebecca misulti kang Jacob nga iyang anak, “Nadungog nako ang imong amahan nga nagsulti kang Esau nga imong igsoon,"
Genesis,27,7,‘Darahe ako nin hayop asin iluto mo ako kan paborito kong putahe asin makakan ako; dangan bebendisyonan taka sa atubang nin Kagurangnan bago ako magadan.’,‘Dad-i ako nganhi ug pinangayaman ug lutoi ako ug lamiang pagkaon aron makakaon ako ug panalanginan ko ikaw sa atubangan sa Ginoo sa dili pa ako mamatay.’
Genesis,27,8,"Kaya, aki ko, sunoda an sasabihon ko saimo.","Busa karon, akong anak, tumana ang akong pulong sumala sa akong isugo kanimo."
Genesis,27,9,Magduman ka sa satong mga hayop asin kumua ka nin duwang matabang ogbon nin kanding tanganing iluto ko kan paborito niyang putahe an saimong ama.,"Lakaw ngadto sa mga panon ug gikan didto dad-i ako ug duha ka maayo nga nating kanding aron ako makahikay gikan niini ug lamiang pagkaon alang sa imong amahan, kadtong iyang gusto."
Genesis,27,10,Ika an madara kaiyan saiya tanganing kakanon niya asin tanganing bendisyonan ka niya bago siya magadan.”,"Ug dad-on nimo kini sa imong amahan, aron mokaon siya ug aron ikaw panalanginan niya sa dili pa siya mamatay.”"
