book,chapter,verse,text_Spanish,text_Tagalog
Genesis,29,8,Y ellos respondieron: —No podemos hacerlo hasta que se junten todos los rebaños y los pastores quiten la piedra que está sobre la boca del pozo. Solo entonces podremos dar de beber a las ovejas.,"Subalit sinabi nila, “Hindi namin magagawa hangga't hindi natitipong lahat ang kawan, at maigulong ang bato mula sa labi ng balon; at saka lamang namin paiinumin ang mga tupa.”"
Genesis,29,9,"Todavía estaba Jacob hablando con ellos, cuando Raquel llegó con las ovejas de su padre, pues era ella quien las cuidaba.","Samantalang nakikipag-usap pa siya sa kanila, dumating si Raquel kasama ang mga tupa ng kanyang ama; sapagkat siya ang nag-aalaga ng mga iyon."
Genesis,29,10,"En cuanto Jacob vio a Raquel, hija de su tío Labán, con las ovejas de este, se acercó y quitó la piedra que estaba sobre la boca del pozo, y dio de beber a las ovejas.","Nang makita ni Jacob si Raquel na anak ni Laban, na kapatid ng kanyang ina, at ang mga tupa ni Laban, lumapit si Jacob at iginulong ang bato mula sa labi ng balon at pinainom ang kawan ni Laban."
Genesis,29,11,"Luego besó a Raquel, rompió en llanto",Hinagkan ni Jacob si Raquel at umiyak nang malakas.
Genesis,29,12,"y le contó que era pariente de Labán, por ser hijo de su hermana Rebeca. Raquel salió entonces corriendo a contárselo a su padre.","Sinabi ni Jacob kay Raquel na siya'y kamag-anak ni Laban na kanyang ama, at anak siya ni Rebecca. Kaya't tumakbo si Raquel at sinabi sa kanyang ama. Tinanggap Siya ni Laban"
Genesis,29,13,"Al oír Labán las noticias acerca de su sobrino Jacob, salió a recibirlo y, entre abrazos y besos, lo llevó a su casa. Allí Jacob contó todo lo que había sucedido,","Nang marinig ni Laban ang balita ni Jacob na anak ng kanyang kapatid, tumakbo siya upang salubungin si Jacob at ito ay kanyang niyakap, hinagkan, at dinala sa kanyang bahay. Isinalaysay ni Jacob kay Laban ang lahat ng mga bagay na ito at"
Genesis,29,14,"y Labán dijo: «Realmente, tú eres de mi propia sangre». Jacob se casa con Lea y Raquel Jacob había estado ya un mes con Labán","sinabi sa kanya ni Laban, “Talagang ikaw ay aking buto at aking laman.” At siya'y tumigil doong kasama niya ng isang buwan. Naglingkod si Jacob para kina Raquel at Lea"
Genesis,29,15,"cuando este le dijo: —Por más que seas mi pariente, no vas a trabajar para mí gratis. Dime cuánto quieres ganar.","At sinabi ni Laban kay Jacob, “Hindi ba't ikaw ay aking kamag-anak? Dapat ka bang maglingkod sa akin nang walang upa? Sabihin mo sa akin, ano ang magiging upa mo?”"
Genesis,29,16,"Labán tenía dos hijas. La mayor se llamaba Lea y la menor, Raquel.","May dalawang anak na babae si Laban; ang pangalan ng panganay ay Lea, at ang bunso ay si Raquel."
Genesis,29,17,"Lea tenía ojos bonitos, mientras que Raquel era una mujer muy hermosa.",Ang mga mata ni Lea ay mapupungay; at si Raquel ay magandang kumilos at kahali-halina.
Genesis,29,18,"Como Jacob se había enamorado de Raquel, dijo a su tío: —Me ofrezco a trabajar para ti siete años, a cambio de Raquel, tu hija menor.","Mahal ni Jacob si Raquel; kaya't kanyang sinabi, “Paglilingkuran kita ng pitong taon dahil kay Raquel na iyong anak na bunso.”"
Genesis,29,19,Labán contestó: —Es mejor que te la entregue a ti y no a un extraño. Quédate conmigo.,"Sinabi ni Laban, “Mas mabuti na ibigay ko siya sa iyo kaysa ibigay ko siya sa iba; tumira ka sa akin.”"
Genesis,29,20,"Así que Jacob trabajó siete años para poder casarse con Raquel, pero como estaba muy enamorado de ella le pareció poco tiempo.","At naglingkod si Jacob ng pitong taon dahil kay Raquel, na sa kanya'y naging parang ilang araw dahil sa pag-ibig niya sa kanya. Naging Asawa ni Jacob si Lea at si Raquel"
Genesis,29,21,Entonces Jacob dijo a Labán: —Ya he cumplido con el tiempo pactado. Dame mi esposa para que me acueste con ella.,"Sinabi ni Jacob kay Laban, “Ibigay mo sa akin ang aking asawa sapagkat naganap na ang aking mga araw at hayaan mong ako'y sumiping sa kanya.”"
Genesis,29,22,Labán reunió a toda la gente del lugar y ofreció una gran fiesta.,Tinipong lahat ni Laban ang mga tao roon at siya'y gumawa ng isang handaan.
Genesis,29,23,"Pero cuando llegó la noche, tomó a su hija Lea y se la entregó a Jacob, quien se acostó con ella.","Kinagabihan, kanyang kinuha si Lea na kanyang anak at dinala kay Jacob na sumiping naman sa kanya."
Genesis,29,24,"Además, como Lea tenía una criada que se llamaba Zilpá, Labán se la dio, para que la atendiera.",Ibinigay ni Laban kay Lea ang kanyang alilang babae na si Zilpa upang kanyang maging alila.
Genesis,29,25,"A la mañana siguiente, Jacob se dio cuenta de que había estado con Lea y reclamó a Labán: —¿Qué me has hecho? ¿Acaso no trabajé contigo para casarme con Raquel? ¿Por qué me has engañado?","Kinaumagahan, si Lea pala iyon! At kanyang sinabi kay Laban, “Ano itong ginawa mo sa akin? Hindi ba pinaglingkuran kita dahil kay Raquel? Bakit mo ako dinaya?”"
Genesis,29,26,Labán contestó: —La costumbre en nuestro país es casar primero a la mayor y luego a la menor.,"Sinabi ni Laban, “Hindi ganyan ang kaugalian dito sa aming lupain, na ibinibigay ang bunso bago ang panganay."
Genesis,29,27,"Por eso, cumple ahora con la semana nupcial de esta, y por siete años más de trabajo te daré la otra.","Tapusin mo ang linggong ito, at ibibigay rin namin sa iyo ang isa, bilang kapalit sa paglilingkod na gagawin mo sa akin na pitong taon pa.”"
Genesis,29,28,"Así lo hizo Jacob y, cuando terminó la semana nupcial de la primera, Labán le entregó a Raquel por esposa.","Ganoon ang ginawa ni Jacob, at tinapos niya ang linggo niya, at ibinigay ni Laban sa kanya si Raquel na kanyang anak upang maging asawa niya."
Genesis,29,29,"También Raquel tenía una criada, llamada Bilhá, y Labán se la dio para que la atendiera.",Sa kanyang anak na si Raquel ay ibinigay ni Laban bilang alilang babae ang kanyang alilang si Bilha.
Genesis,29,30,"Jacob entonces se acostó con Raquel y la amó mucho más que a Lea, aunque tuvo que trabajar para Labán siete años más. Los hijos de Jacob","Kaya't sumiping din si Jacob kay Raquel, at inibig si Raquel nang higit kaysa kay Lea; at naglingkod siya kay Laban ng pitong taon pa. Mga Naging Anak ni Jacob"
Genesis,29,31,"Cuando el Señor vio que Lea no era amada, le concedió hijos. Mientras tanto, Raquel permaneció estéril.","Nang makita ng Panginoon na si Lea ay kinapootan, binuksan niya ang kanyang bahay-bata; subalit si Raquel ay baog."
Genesis,29,32,"Lea quedó embarazada y dio a luz un hijo, al que llamó Rubén, porque dijo: «El Señor ha visto mi aflicción; ahora sí me amará mi esposo».","Naglihi si Lea at nanganak ng isang lalaki, at tinawag niyang Ruben; sapagkat kanyang sinabi, “Sapagkat tiningnan ng Panginoon ang aking kapighatian; kaya't ngayo'y mamahalin ako ng aking asawa.”"
Genesis,29,33,"Lea volvió a quedar embarazada y dio a luz otro hijo, al que llamó Simeón, porque dijo: «Llegó a oídos del Señor que no soy amada y por eso me dio también este hijo».","Muli siyang naglihi at nanganak ng isang lalaki at sinabi, “Sapagkat narinig ng Panginoon na ako'y kinapopootan, ibinigay rin niya sa akin ito”; at tinawag niyang Simeon."
Genesis,29,34,"Luego quedó embarazada de nuevo y dio a luz un tercer hijo, al que llamó Leví, porque dijo: «Ahora sí me amará mi esposo, porque le he dado tres hijos».","Muli siyang naglihi at nanganak ng isang lalaki, at nagsabi, “Ngayo'y makakasama ko na ang aking asawa, sapagkat nagkaanak ako sa kanya ng tatlong lalaki”; kaya't ang kanyang pangalan ay Levi."
Genesis,29,35,"Lea volvió a quedar embarazada y dio a luz un cuarto hijo, al que llamó Judá, porque dijo: «Esta vez alabaré al Señor ». Después de esto, dejó de dar a luz.","At muli siyang naglihi at nanganak ng isang lalaki, at nagsabi, “Ngayo'y pupurihin ko ang Panginoon .” Kaya't tinawag niyang Juda; at hindi na siya nanganak."
Genesis,30,1,"Cuando Raquel se dio cuenta de que no le podía dar hijos a Jacob, tuvo envidia de su hermana y dijo a Jacob: —¡Dame hijos! Si no me los das, ¡me muero!","Nang makita ni Raquel na hindi siya nagkakaanak kay Jacob ay nainggit siya sa kanyang kapatid, at sinabi niya kay Jacob, “Bigyan mo ako ng mga anak, at kapag hindi ay mamamatay ako!”"
Genesis,30,2,Pero Jacob se enojó muchísimo con ella y dijo: —¿Acaso crees que soy Dios? ¡Es él quien te ha hecho estéril!,"Kaya't nag-alab ang galit ni Jacob laban kay Raquel, at sinabi niya, “Ako ba'y nasa kalagayan ng Diyos, na nagkait sa iyo ng bunga ng bahay-bata?”"
Genesis,30,3,—Aquí tienes a mi criada Bilhá —propuso Raquel—. Acuéstate con ella. Así ella dará a luz sobre mis rodillas y por medio de ella también yo podré formar una familia.,"Sinabi niya, “Narito ang aking alilang si Bilha, sumiping ka sa kanya upang siya'y manganak para sa akin at nang magkaroon din naman ako ng anak sa pamamagitan niya.”"
Genesis,30,4,Entonces Raquel dio a Jacob por mujer su criada Bilhá y Jacob se acostó con ella.,"Kaya't ibinigay niya ang kanyang alilang si Bilha bilang isang asawa, at sinipingan siya ni Jacob."
Genesis,30,5,Bilhá quedó embarazada y dio un hijo a Jacob.,Kaya't naglihi si Bilha at nagkaanak kay Jacob ng isang lalaki.
Genesis,30,6,Y Raquel exclamó: «¡Dios me ha hecho justicia! ¡Escuchó mi plegaria y me ha dado un hijo!». Por eso Raquel le puso por nombre Dan.,"Sinabi ni Raquel, “Hinatulan ako ng Diyos, pinakinggan din ang aking tinig, at binigyan ako ng anak.” Tinawag niya ang kanyang pangalan na Dan."
Genesis,30,7,"Después Bilhá, la criada de Raquel, quedó embarazada otra vez y dio a luz un segundo hijo de Jacob.",Muling naglihi si Bilha na alila ni Raquel at ipinanganak ang kanyang ikalawang anak kay Jacob.
Genesis,30,8,"Y Raquel dijo: «He tenido una lucha muy grande con mi hermana, pero he vencido». Por eso Raquel lo llamó Neftalí.","Sinabi ni Raquel, “Ako'y nakipagbuno ng matinding pakikipagbuno sa aking kapatid, at ako'y nagtagumpay.” Kaya't tinawag niya ang kanyang pangalan na Neftali."
Genesis,30,9,"Lea, al ver que ya no podía tener hijos, tomó a su criada Zilpá y se la entregó a Jacob por mujer,","Nang makita ni Lea na siya'y huminto na sa panganganak, kinuha niya si Zilpa na kanyang alila at ibinigay kay Jacob bilang asawa."
Genesis,30,10,y esta dio a Jacob un hijo.,Kaya't si Zilpa na alila ni Lea ay nagkaanak ng isang lalaki kay Jacob.
Genesis,30,11,Entonces Lea exclamó: «¡Qué buena fortuna!». Por eso lo llamó Gad.,"Sinabi ni Lea, “Mabuting kapalaran!” At tinawag niya ang kanyang pangalan na Gad."
Genesis,30,12,"Zilpá, la criada de Lea, dio un segundo hijo a Jacob.",Ipinanganak ni Zilpa na alila ni Lea ang kanyang ikalawang anak kay Jacob.
Genesis,30,13,Lea volvió a exclamar: «¡Qué feliz soy! Las mujeres me dirán que soy feliz». Por eso lo llamó Aser.,"At sinabi ni Lea, “Maligaya na ako! Tatawagin akong maligaya ng mga babae.” At tinawag niya ang kanyang pangalan na Aser."
Genesis,30,14,"Durante los días de la cosecha de trigo, Rubén salió al campo. Allí encontró unas frutas llamadas mandrágoras y se las llevó a Lea, su madre. Entonces Raquel dijo a Lea: —Por favor, dame algunas mandrágoras de las que te trajo tu hijo.","Nang panahon ng paggapas ng trigo humayo si Ruben at nakatagpo ng mandragora sa bukid, at dinala ang mga iyon kay Lea na kanyang ina. At sinabi ni Raquel kay Lea, “Sana bigyan mo ako ng ilang mandragora ng iyong anak.”"
Genesis,30,15,"Pero Lea contestó: —¿Te parece poco el haberme quitado a mi marido, que ahora quieres también quitarme las mandrágoras de mi hijo? —Bueno —contestó Raquel—, te propongo que, a cambio de las mandrágoras de tu hijo, Jacob duerma contigo esta noche.","At kanyang sinabi, “Maliit pa bang bagay na kinuha mo ang aking asawa? Ibig mo pa rin bang kunin ang mga mandragora ng aking anak?” Sinabi ni Raquel, “Kaya't sisiping siya sa iyo ngayong gabi para sa mga mandragora ng iyong anak.”"
Genesis,30,16,"Al anochecer, cuando Jacob volvía del campo, Lea salió a su encuentro para decirle: —Hoy te acostarás conmigo, porque te he alquilado a cambio de las mandrágoras de mi hijo. Y Jacob durmió con ella esa noche.","Nang dumating si Jacob mula sa bukid noong hapon, sinalubong siya ni Lea at sinabi sa kanya, “Sa akin ka dapat sumiping sapagkat ikaw ay aking inupahan sa pamamagitan ng mga mandragora ng aking anak.” At sumiping nga siya sa kanya ng gabing iyon."
Genesis,30,17,Dios escuchó a Lea; ella quedó embarazada y dio a Jacob un quinto hijo.,Kaya't pinakinggan ng Diyos si Lea at siya'y naglihi at ipinanganak kay Jacob ang ikalimang anak.
Genesis,30,18,"Entonces dijo Lea: «Dios me ha recompensado, porque yo entregué mi criada a mi esposo». Por eso lo llamó Isacar.","Sinabi ni Lea, “Ibinigay sa akin ng Diyos ang aking iniupa, sapagkat ibinigay ko ang aking alila sa aking asawa.” At tinawag niya ang kanyang pangalan na Isacar."
Genesis,30,19,Lea quedó embarazada de nuevo y dio a Jacob un sexto hijo.,Muling naglihi si Lea at kanyang ipinanganak kay Jacob ang ikaanim na anak.
Genesis,30,20,"«Dios me ha favorecido con un buen regalo —dijo Lea—. Esta vez mi esposo me tratará con honor, porque le he dado seis hijos». Por eso lo llamó Zabulón.","At sinabi ni Lea, “Binigyan ako ng Diyos ng isang mabuting kaloob. Ngayo'y pararangalan ako ng aking asawa, sapagkat nagkaanak ako sa kanya ng anim na lalaki.” At tinawag niya ang kanyang pangalan na Zebulon."
Genesis,30,21,"Luego Lea dio a luz una hija, a la cual llamó Dina.","Pagkatapos ay nanganak siya ng babae, at tinawag ang kanyang pangalan na Dina."
Genesis,30,22,Pero Dios también se acordó de Raquel; la escuchó y le quitó la esterilidad.,"Inalala ng Diyos si Raquel, at pinakinggan siya at binuksan ang kanyang bahay-bata."
Genesis,30,23,Fue así como ella quedó embarazada y dio a luz un hijo. Entonces exclamó: «Dios ha quitado mi desgracia».,"Siya'y naglihi at nanganak ng lalaki at kanyang sinabi, “Inalis ng Diyos sa akin ang aking pagiging kahiyahiya.”"
Genesis,30,24,Por eso lo llamó José y dijo: «Quiera el Señor añadirme otro hijo». Jacob se enriquece,"At kanyang tinawag ang pangalan niya na Jose, na sinasabi, “Nawa'y dagdagan pa ako ng Panginoon ng isang anak.” Nakiusap si Jacob kay Laban"
Genesis,30,25,"Después de que Raquel dio a luz a José, Jacob dijo a Labán: —Déjame regresar a mi hogar y a mi propia tierra.","Nang maipanganak na ni Raquel si Jose, sinabi ni Jacob kay Laban, “Hayaan mo na akong umalis upang ako'y makapunta sa aking sariling lugar at sa aking lupain."
Genesis,30,26,"Dame las mujeres por las que te he servido, también mis hijos y déjame ir. Tú bien sabes cómo he trabajado para ti.","Ibigay mo sa akin ang aking mga asawa at ang aking mga anak, na siyang dahilan ng paglilingkod ko sa iyo, at hayaan mo akong umalis sapagkat nalalaman mo ang paglilingkod na ibinigay ko sa iyo.”"
Genesis,30,27,"Pero Labán contestó: —Por favor, quédate. He sabido por un augurio que, gracias a ti, el Señor me ha bendecido.","Subalit sinabi sa kanya ni Laban, “Kung ipahihintulot mong sabihin ko, aking natutunan sa pamamagitan ng panghuhula na pinagpala ako ng Panginoon dahil sa iyo.”"
Genesis,30,28,Y le propuso: —Fija tú mismo el salario que quieras ganar y yo te lo pagaré.,"At kanyang sinabi, “Sabihin mo sa akin ang iyong upa, at ibibigay ko sa iyo.”"
Genesis,30,29,Jacob respondió: —Tú bien sabes cómo he trabajado y cómo gracias a mis desvelos han mejorado tus animales.,"Sinabi ni Jacob sa kanya, “Nalalaman mo kung paano akong naglingkod sa iyo, at kung anong naging kalagayan ng iyong mga hayop nang dahil sa akin."
Genesis,30,30,"Lo que tenías antes de mi venida, que era muy poco, se ha multiplicado enormemente. Gracias a mí, el Señor te ha bendecido. Ahora quiero hacer algo por mi propia familia.","Sapagkat kakaunti ang ari-arian mo bago ako dumating, at ito ay dumami nang sagana. Pinagpala ka ng Panginoon saan man ako bumaling; at ngayo'y kailan naman ako maghahanda ng para sa aking sariling bahay?”"
Genesis,30,31,"—¿Cuánto quieres que te pague? —preguntó Labán. —No tienes que pagarme nada —respondió Jacob—. Si aceptas lo que estoy por proponerte, seguiré cuidando tus ovejas.","Sinabi sa kanya, “Anong ibibigay ko sa iyo?” At sinabi ni Jacob, “Huwag mo akong bigyan ng anuman. Kung gagawin mo ang bagay na ito para sa akin, muli kong pakakainin at aalagaan ang iyong kawan."
Genesis,30,32,"Hoy, cuando pase yo con todo tu rebaño, tú irás apartando toda oveja manchada o moteada y todos los corderos negros, también todos los cabritos manchados o moteados. Ellos serán mi salario.","Dadaan ako sa lahat mong kawan ngayon, at aking aalisin doon ang lahat ng tupa na batik-batik at may dungis, at ang bawat maitim na tupa, at ang may dungis at batik-batik sa mga kambing, at sila ang aking magiging upa."
Genesis,30,33,"Así, el día de mañana, cuando vengas a controlar lo que he ganado, mi honradez responderá por mí: si encuentras alguna oveja o cabrito que no sea manchado o moteado, o algún cordero que no sea negro, será que te lo he robado.","Kaya't ang aking katapatan ay sasagot para sa akin sa huli, kapag ikaw ay dumating upang tingnan ang upa mo sa akin. Ang lahat na walang batik at walang dungis sa mga kambing, at hindi maitim sa mga tupa na matatagpuan mo sa akin, ay ituturing mong nakaw.”"
Genesis,30,34,"—Está bien —acordó Labán—, acepto tu propuesta.","At sinabi ni Laban, “Mabuti! Mangyari sana ayon sa iyong sinabi.”"
Genesis,30,35,"Ese mismo día Labán apartó todos los chivos rayados y moteados, todas las cabras manchadas y moteadas, todas las que tenían alguna mancha blanca y todos los corderos negros, y los puso al cuidado de sus hijos.","Subalit nang araw ding iyon, ibinukod ni Laban ang mga lalaking kambing na may batik at dungis, at ang lahat ng babaing kambing na may batik at may dungis, lahat ng mayroong kaunting puti, at lahat ng tupa na maitim, at pinaalagaan sa kanyang mga anak."
Genesis,30,36,"Después de eso, puso una distancia de tres días de viaje entre él y Jacob. Mientras tanto, Jacob seguía cuidando las otras ovejas de Labán.","Siya'y nagtakda ng agwat na tatlong araw na lakarin sa pagitan niya at ni Jacob, habang pinakain ni Jacob ang nalabi sa mga kawan ni Laban."
Genesis,30,37,"Jacob cortó ramas verdes de álamo, de almendro y de castaño, y las peló de tal manera que quedaran franjas blancas al descubierto.","Pagkatapos ay kumuha si Jacob ng mga sariwang sanga ng alamo, almendro, at kastano, at binalatan ng mga batik na mapuputi, at kanyang pinalitaw na gayon ang puti na nasa mga sanga."
Genesis,30,38,"Luego tomó las ramas que había pelado y las puso en todos los abrevaderos para que el rebaño las tuviera enfrente cuando se acercara a beber agua. Cuando las ovejas estaban en celo y llegaban a los abrevaderos,","Inilagay niya ang mga sangang kanyang binalatan sa harapan ng kawan, sa mga painuman, na pinupuntahan ng mga kawan upang uminom. At yamang sila'y nagtatalik kapag pumupunta upang uminom,"
Genesis,30,39,"los machos se unían con las hembras frente a las ramas, y así tenían crías rayadas, moteadas o manchadas.","ang mga kawan ay nagsisiping sa harap ng mga sanga kaya't ang kawan ay nagkaanak ng mga may guhit, may batik at may dungis."
Genesis,30,40,"Entonces Jacob apartaba estos corderos y los ponía frente a los animales rayados y negros del rebaño de Labán. De esta manera logró crear su propio rebaño, diferente al de Labán.","Ibinukod ni Jacob ang mga tupa at inihaharap ang kawan sa mga may batik, at lahat ng maitim sa kawan ni Laban; kanyang ibinukod ang kanya at hindi isinama sa kawan ni Laban."
Genesis,30,41,"Además, cuando las hembras más robustas estaban en celo, Jacob colocaba las ramas en los bebederos, frente a los animales, para que se unieran mirando hacia las ramas.","Sa tuwing magtatalik ang mga mas malalakas sa kawan, inilalagay ni Jacob ang mga sanga sa harapan ng mga kawan, sa mga painuman, upang sila'y magsiping sa gitna ng mga sanga."
Genesis,30,42,"Pero cuando llegaban los animales más débiles, no colocaba las ramas. Así los animales débiles eran para Labán y los robustos eran para Jacob.","Subalit kapag ang kawan ay mahina, hindi niya inilalagay ang mga ito, kaya't ang mahihina ay nagiging kay Laban at ang malalakas ay kay Jacob."
Genesis,30,43,"De esta manera Jacob prosperó muchísimo y llegó a tener muchos rebaños, criados y criadas, camellos y asnos.","Kaya't si Jacob ay naging napakayaman at nagkaroon ng malalaking kawan, mga aliping babae at lalaki, mga kamelyo at mga asno."
Genesis,31,1,Pero Jacob se enteró de que los hijos de Labán andaban diciendo: «Jacob se ha ido apoderando de todo lo que pertenecía a nuestro padre y se ha enriquecido a costa suya».,"Narinig ni Jacob ang mga salita ng mga anak ni Laban, na nagsasabi, “Kinuha ni Jacob ang lahat ng sa ating ama. Mula sa ating ama ay tinamo niya ang lahat ng kanyang kayamanan.”"
Genesis,31,2,También notó que Labán ya no lo trataba como antes.,Nakita ni Jacob na ang pagturing sa kanya ni Laban ay hindi na kagaya nang dati.
Genesis,31,3,"Entonces el Señor dijo a Jacob: «Vuélvete a la tierra de tus padres, donde están tus parientes, que yo estaré contigo».","Kaya't sinabi ng Panginoon kay Jacob, “Bumalik ka sa lupain ng iyong mga ninuno at sa iyong kamag-anak, at ako'y kasama mo.”"
Genesis,31,4,Jacob mandó llamar a Raquel y a Lea al campo donde estaba el rebaño,"Kaya't si Jacob ay nagsugo at tinawag sina Raquel at Lea sa bukid na kinaroroonan ng kanyang kawan,"
Genesis,31,5,y les dijo: —Me he dado cuenta de que su padre ya no me trata como antes. ¡Pero el Dios de mi padre ha estado conmigo!,"at sinabi sa kanila, “Nakikita ko na ang pagturing sa akin ng inyong ama ay hindi na gaya nang dati; subalit ang Diyos ng aking ama ay kasama ko."
Genesis,31,6,Ustedes saben muy bien que yo he trabajado para su padre Labán con todas mis fuerzas.,Nalalaman ninyo na ang aking buong lakas ay ipinaglingkod ko sa inyong ama.
Genesis,31,7,"No obstante, él me ha engañado y me ha cambiado el salario muchas veces. Pero Dios no le ha permitido causarme ningún daño.",Subalit dinaya ako ng inyong ama at binago ang aking sahod ng sampung ulit subalit hindi siya pinahintulutan ng Diyos na gawan ako ng masama.
Genesis,31,8,"Si él acordaba conmigo: “Los animales manchados serán tu salario”, todas las hembras tenían crías manchadas; y si él acordaba: “Los animales rayados serán tu salario”, todas las hembras tenían crías rayadas.","Kapag sinabi niya ang ganito, ‘Ang mga may batik ang magiging sahod mo;’ kung magkagayo'y nanganganak ang lahat ng kawan ng mga may batik. At kapag sinabi niya ang ganito, ‘Ang mga may guhit ang magiging sahod mo;’ kung magkagayon, ang lahat ng kawan ay nanganganak ng mga may guhit."
Genesis,31,9,Así Dios le ha quitado el ganado al padre de ustedes y me lo ha dado a mí.,"Sa gayon inalis ng Diyos ang mga hayop ng inyong ama, at ibinigay sa akin."
Genesis,31,10,"»En cierta ocasión, durante la época en que los animales estaban en celo, tuve un sueño. En ese sueño veía que los chivos que cubrían a las cabras eran rayados, manchados o moteados.","Sa panahong ang kawan ay nagtatalik, ako ay nanaginip at nakita ko na ang mga kambing na lalaki na nakipagtalik sa kawan ay may mga guhit, may batik at may dungis."
Genesis,31,11,"En ese mismo sueño, el ángel de Dios me llamó: “¡Jacob!”. Y yo le respondí: “Aquí estoy”.","Ang anghel ng Diyos ay nagsalita sa akin sa panaginip, ‘Jacob,’ at sinabi ko, ‘Narito ako.’"
Genesis,31,12,"Entonces él me dijo: “Fíjate bien y te darás cuenta de que todos los chivos que cubren a las cabras son rayados, manchados o moteados. Yo he visto todo lo que te ha hecho Labán.","At kanyang sinabi, ‘Tingnan mo at iyong makikita na ang lahat ng kambing na nakikipagtalik sa kawan ay may guhit, may batik at may dungis; sapagkat nakita ko ang lahat na ginagawa sa iyo ni Laban."
Genesis,31,13,"Yo soy el Dios de Betel, donde ungiste una piedra como monumento y me hiciste una promesa. Vete ahora de esta tierra y vuelve a la tierra de tus parientes”».","Ako ang Diyos ng Bethel na doon mo pinahiran ng langis ang haligi at doon ka gumawa ng panata sa akin. Tumayo ka ngayon, lumabas ka sa lupaing ito, at bumalik ka sa lupain na iyong sinilangan.’”"
Genesis,31,14,Raquel y Lea respondieron: —Ya no tenemos ninguna parte ni herencia en la casa de nuestro padre.,"Nagsisagot sina Raquel at Lea, at sinabi sa kanya, “Mayroon pa bang natitirang bahagi at mana para sa amin sa bahay ng aming ama?"
Genesis,31,15,"Al contrario, nos ha tratado como si fuéramos extranjeras. Nos ha vendido y se ha gastado todo lo que recibió por nosotras.",Hindi ba niya kami itinuring na mga taga-ibang bayan? Sapagkat ipinagbili niya kami at inubos na rin niya ang aming salapi.
Genesis,31,16,"Lo cierto es que toda la riqueza que Dios le ha quitado a nuestro padre es nuestra y de nuestros hijos. Por eso, haz ahora todo lo que Dios te ha ordenado.","Lahat ng kayamanang inalis ng Diyos sa aming ama ay para sa amin at para sa aming mga anak. Ngayon nga, gawin mo ang lahat ng sinabi sa iyo ng Diyos.”"
Genesis,31,17,"Entonces Jacob se preparó y montó a sus hijos y a sus esposas en los camellos,","Nang magkagayo'y tumayo si Jacob, at pinasakay sa mga kamelyo ang kanyang mga anak at asawa."
Genesis,31,18,"puso en marcha todo su ganado, junto con todos los bienes que había acumulado en Padán Aram, y se dirigió hacia la tierra de Canaán, donde vivía su padre Isaac.","At kanyang dinala ang lahat niyang mga hayop, at ang lahat na pag-aari na kanyang natipon, ang hayop na kanyang natipon sa Padan-aram, upang pumunta sa lupain ng Canaan, kay Isaac na kanyang ama."
Genesis,31,19,"Mientras Labán estaba ausente esquilando sus ovejas, Raquel aprovechó el momento para robarse los ídolos familiares.",Si Laban ay humayo upang gupitan ang kanyang mga tupa; at ninakaw naman ni Raquel ang mga diyos ng sambahayan ng kanyang ama.
Genesis,31,20,Fue así como Jacob engañó a Labán el arameo y huyó sin decirle nada.,"At dinaya ni Jacob si Laban na Arameo, sapagkat hindi sinabi sa kanya na siya'y tatakas."
Genesis,31,21,"Jacob se escapó con todo lo que tenía. Una vez que cruzó el río Éufrates, se encaminó hacia la región montañosa de Galaad. Labán persigue a Jacob","Kaya't tumakas siya dala ang lahat niyang ari-arian. Siya ay tumawid sa Ilog Eufrates, at pumunta sa maburol na lupain ng Gilead. Hinabol ni Laban si Jacob"
Genesis,31,22,Al tercer día informaron a Labán que Jacob se había escapado.,Nang ikatlong araw ay nabalitaan ni Laban na tumakas na si Jacob.
Genesis,31,23,Entonces Labán reunió a sus parientes y lo persiguió durante siete días hasta que lo alcanzó en los montes de Galaad.,"Kaya't ipinagsama niya ang kanyang mga kamag-anak, at hinabol siya sa loob ng pitong araw hanggang sa kanyang inabutan siya sa bundok ng Gilead."
Genesis,31,24,"Pero esa misma noche Dios se apareció en un sueño a Labán, el arameo, y le dijo: «¡Cuidado con amenazar a Jacob!».","Subalit dumating ang Diyos kay Laban na Arameo sa panaginip sa gabi, at sinabi sa kanya, “Ingatan mong huwag kang magsalita kay Jacob ng mabuti o masama man.”"
Genesis,31,25,"Labán alcanzó a Jacob en los montes de Galaad, donde este había acampado. También Labán acampó allí junto con sus parientes",Inabutan ni Laban si Jacob. Naitirik na ni Jacob ang kanyang tolda sa bundok; at si Laban pati ng kanyang mga kamag-anak ay nagtirik din sa bundok ng Gilead.
Genesis,31,26,y reclamó a Jacob: —¿Qué has hecho? ¡Me has engañado y te has llevado a mis hijas como si fueran prisioneras de guerra!,"Sinabi ni Laban kay Jacob, “Anong ginawa mo? Dinaya mo ako at dinala ang aking mga anak na babae na parang mga bihag ng tabak?"
Genesis,31,27,"¿Por qué has huido en secreto, con engaños y sin decirme nada? Yo te habría despedido con alegría y cantos al son de panderos y de arpa.","Bakit ka lihim na tumakas at dinaya mo ako at hindi ka nagsabi sa akin? Naihatid sana kita na may pagsasaya at awitan, may tambol at may alpa."
